#model	root	verb	class	bab	note	note1	note2	note3
3	تمر	تَمَّرَ	y					
3	شكك	شَكَّكَ	y					
3	بعد	بَعَّدَ	y					
3	لغط	لَغَّطَ	v					
3	طلح	طَلَّحَ	x					
3	روح	رَوَّحَ	y					
3	صحف	صَحَّفَ	x					
3	دهور	دَهْوَرَ	y					
3	بصبص	بَصْبَصَ	v					
3	سبع	سَبَّعَ	x					
3	صدر	صَدَّرَ	y					
3	نجز	نَجَّزَ	x					
3	كهرب	كَهْرَبَ	x					
3	كون	كَوَّنَ	y					
3	مسك	تَمَسَّكَ	v					
3	خلل	خَلَّلَ	x					
3	لحف	لَحَّفَ	x					
3	نبب	نَبَّبَ	v					
3	كيس	كَيَّسَ	y					
3	كيف	كَيَّفَ	x					
3	فحم	فَحَّمَ	x					
3	فدع	فَدَّعَ	y					
3	كنس	كَنَّسَ	x					
3	كنف	كَنَّفَ	x					
3	عبر	عَبَّرَ	y					
3	محص	مَحَّصَ	y					
3	ضغث	ضَغَّثَ	x					
3	لبث	لَبَّثَ	y					
3	لهزم	لَهْزَمَ	y					
3	عرم	عَرَّمَ	x					
3	عرض	عَرَّضَ	y					
3	مسك	مَسَّكَ	y					
3	سوق	سَوَّقَ	yz					
3	نتف	نَتَّفَ	x					
3	لبلب	لَبْلَبَ	v					
3	مصح	مَصَّحَ	x					
3	لهب	لَهَّبَ	x					
3	نبذ	نَبَّذَ	x					
3	لهف	لَهَّفَ	y					
3	خضب	خَضَّبَ	x					
3	ميع	مَيَّعَ	x					
3	خدر	خَدَّرَ	y					
3	فذلك	فَذْلَكَ	x					
3	ضعضع	ضَعْضَعَ	y					
3	ميل	مَيَّلَ	x					
3	موه	مَوَّهَ	x					
3	مهد	مَهَّدَ	x					
3	درع	دَرَّعَ	y					
3	فكك	فَكَّكَ	x					
3	لخص	لَخَّصَ	x					
3	قرر	قَرَّرَ	y					
3	فضض	فَضَّضَ	x					
3	لصص	لَصَّصَ	x					
3	شجر	شَجَّرَ	x					
3	لطف	لَطَّفَ	x					
3	فوز	فَوَّزَ	v					
3	هيكل	هَيْكَلَ	v					
3	شحم	شَحَّمَ	y					
3	عيل	عَيَّلَ	y					
3	لطخ	لَطَّخَ	y					
3	عظم	عَظَّمَ	y					
3	خصف	خَصَّفَ	y					
3	ملك	مَلَّكَ	y					
3	نوه	نَوَّهَ	x					
3	سمج	سَمَّجَ	x					
3	ململ	مَلْمَلَ	y					
3	طمع	طَمَّعَ	y					
3	قدس	قَدَّسَ	y					
3	مغنط	مَغْنَطَ	y					
3	مضمض	مَضْمَضَ	x					
3	بطر	بَيْطَرَ	x					
3	نمس	نَمَّسَ	x					
3	نزق	نَزَّقَ	y					
3	زيل	زَيَّلَ	x					
3	زور;زير	زَيَّرَ	y					
3	لوح	لَوَّحَ	y					
3	ودج	وَدَّجَ	y					
3	قيم	قَيَّمَ	x					
3	سفسط	سَفْسَطَ	v					
3	كوع	كَوَّعَ	y					
3	لوث	لَوَّثَ	y					
3	قوم	قَوَّمَ	x					
3	سرب	سَرَّبَ	x					
3	بور	بَوَّرَ	x					
3	كتل	كَتَّلَ	x					
3	حصب	حَصَّبَ	x					
3	نوب	نَوَّبَ	y					
3	وحف	وَحَّفَ	y					
3	نزه	نَزَّهَ	y					
3	نشط	نَشَّطَ	y					
3	نشب	نَشَّبَ	x					
3	زقم	زَقَّمَ	y					
3	كلح	كَلَّحَ	x					
3	هدج	هَدَّجَ	v					
3	نخر	نَخَّرَ	y					
3	مدد	مَدَّدَ	x					
3	رمم	رَمَّمَ	x					
3	شرد	شَرَّدَ	y					
3	نضر	نَضَّرَ	y					
3	مزح	مَزَّحَ	v					
3	مرد	مَرَّدَ	x					
3	مزج	مَزَّجَ	y					
3	وضح	وَضَّحَ	x					
3	لين	لَيَّنَ	x					
3	متع	مَتَّعَ	y					
3	خوض	خَوَّضَ	x					
3	مركز	مَرْكَزَ	x					
3	مرمر	مَرْمَرَ	x					
3	دفق	دَفَّقَ	x					
3	لقح	لَقَّحَ	y					
3	لفق	لَفَّقَ	x					
3	دردر	دَرْدَرَ	x					
3	ذرب	ذَرَّبَ	y					
3	صوم	صَوَّمَ	y					
3	لبب	لَبَّبَ	y					
3	ملس	مَلَّسَ	x					
3	لقلق	لَقْلَقَ	x					
3	لقم	لَقَّمَ	y					
3	لقن	لَقَّنَ	y					
3	هزج	هَزَّجَ	x					
3	دود	دَوَّدَ	v					
3	مكن	مَكْنَنَ	x					
3	لمذ	تَلْمَذَ	y					
3	ذبر	ذَبَّرَ	x					
3	عدد	عَدَّدَ	y					
3	عذل	عَذَّلَ	y					
3	صغر	صَغَّرَ	y					
3	خسس	خَسَّسَ	x					
3	فهم	فَهَّمَ	yw					
3	عجف	عَجَّفَ	y					
3	عربد	عَرْبَدَ	v					
3	طنن	طَنَّنَ	v					
3	بقبق	بَقْبَقَ	v					
3	رزم	رَزَّمَ	x					
3	عرش	عَرَّشَ	x					
3	مجد	مَجَّدَ	y					
3	فرح	فَرَّحَ	yw					
3	عزب	عَزَّبَ	y					
3	عضل	عَضَّلَ	y					
3	عسل	عَسَّلَ	x					
3	عيب	عَيَّبَ	y					
3	جرس	جَرَّسَ	y					
3	فلطح	فَلْطَحَ	x					
3	صدد	صَدَّدَ	v					
3	تمم	تَمَّمَ	y					
3	كشر	كَشَّرَ	v					
3	عدل	عَدَّلَ	y					
3	ثبت	ثَبَّتَ	y					
3	قعد	قَعَّدَ	y					
3	دون	دَوَّنَ	x					
3	فجر	فَجَّرَ	y					
3	عظل	عَظَّلَ	v					
3	رصص	رَصَّصَ	x					
3	عقل	عَقَّلَ	y					
3	علم	عَوْلَمَ	x					
3	عقب	عَقَّبَ	y					
3	عقد	عَقَّدَ	x					
3	عطش	عَطَّشَ	y					
3	عكر	عَكَّرَ	x					
3	زعزع	زَعْزَعَ	y					
3	قطن	قَطَّنَ	y					
3	علب	عَلَّبَ	x					
3	علقم	عَلْقَمَ	x					
3	جرف	جَرَّفَ	yy					
3	عقف	عَقَّفَ	x					
3	عمد	عَمَّدَ	y					
3	فشفش	فَشْفَشَ	x					
3	عرس	عَرَّسَ	v					
3	عرج	عَرَّجَ	x					
3	عمل	عَمَّلَ	y					
3	عمم	عَمَّمَ	y					
3	رتل	رَتَّلَ	x					
3	عنتر	عَنْتَرَ	y					
3	عندل	عَنْدَلَ	v					
3	عفن	عَفَّنَ	y					
3	عنف	عَنَّفَ	y					
3	عنق	عَنَّقَ	y					
3	عنن	عَنَّنَ	x					
3	عقعق	عَقْعَقَ	v					
3	عود	عَوَّدَ	yz					
3	سدل	سَدَّلَ	x					
3	غرق	غَرَّقَ	y					
3	غطس	غَطَّسَ	y					
3	غلس	غَلَّسَ	x					
3	غلط	غَلَّطَ	y					
3	عوض	عَوَّضَ	yz					
3	رطب	رَطَّبَ	x					
3	درك	دَرَّكَ	v					
3	دكن	دَكَّنَ	x					
3	ذبب	ذَبَّبَ	x					
3	غربل	غَرْبَلَ	y					
3	رعش	رَعَّشَ	y					
3	غرز	غَرَّزَ	x					
3	غزر	عَزَّرَ	y					
3	خصل	خَصَّلَ	x					
3	غلق	غَلَّقَ	x					
3	نجس	نَجَّسَ	x					
3	مول	مَوَّلَ	y					
3	غضض	غَضَّضَ	v					
3	غطرس	غَطْرَسَ	y					
3	فرج	فَرَّجَ	x					
3	رقط	رَقَّطَ	v					
3	هلل	هَلَّلَ	v					
3	مشط	مَشَّطَ	x					
3	كور	كَوَّرَ	y					
3	نجد	نَجَّدَ	y					
3	ثقف	ثَقَّفَ	y					
3	شطب	شَطَّبَ	x					
3	فحش	فَحَّشَ	v					
3	عشر	عَشَّرَ	y					
3	فدم	فَدَّمَ	x					
3	غير	غَيَّرَ	x					
3	صنف	صَنَّفَ	y					
3	حزب	حَزَّبَ	y					
3	شبه	شَبَّهَ	y					
3	عزز	عَزَّزَ	y					
3	عز م	عَزَّمَ	v					
3	فحفح	فَحْفَحَ	v					
3	غور	تَغَوَّرَ	v					
3	زلزل	زَلْزَلَ	y					
3	فتق	فَتَّقَ	x					
3	حدق	حَدَّقَ	x					
3	فرغ	فَرَّغَ	y					
3	فرطح	فَرْطَحَ	x					
3	غرب	غَرَّبَ	y					
3	فرد	فَرَّدَ	x					
3	فرش	فَرَّشَ	yz					
3	فخر	فَخَّرَ	y					
3	نيب	نَيَّبَ	y					
3	فرعن	فَرْعَنَ	v					
3	ضعف	ضَعَّفَ	y					
3	فرفر	فَرْفَرَ	y					
3	ظفر	ظَفَّرَ	y					
3	قطم	قَطَّمَ	v					
3	فرط	فَرَّطَ	y					
3	وزوز	وَزْوَزَ	v					
3	حبل	حَبَّلَ	y					
3	وصل	وَصَّلَ	x					
3	حوف	حَوَّفَ	x					
3	مسح	مَسَّحَ	y					
3	خلخل	خَلْخَلَ	y					
3	وشج	وَشَّجَ	y					
3	نضب	نَضَّبَ	v					
3	هرطق	هَرْطَقَ	y					
3	خيل	خَيَّلَ	x					
3	صوت	صَوَّتَ	x					
3	صلب	صَلَّبَ	y					
3	جرم	جَرَّمَ	y					
3	فسر	فَسَّرَ	x					
3	قدد	قَدَّدَ	x					
3	جنن	جَنَّنَ	y					
3	حوم	حَوَّمَ	v					
3	زغرد	زَغْرَدَ	v					
3	بشر	بَشَّرَ	y					
3	برشم	بَرْشَمَ	v					
3	لجلج	لَجْلَجَ	x					
3	سنن	سَنَّنَ	x					
3	سلك	سَلَّكَ	yz					
3	صعد	صَعَّدَ	y					
3	شحط	شَحَّطَ	y					
3	عربن	عَرْبَنَ	y					
3	جرجر	جَرْجَرَ	x					
3	فلسف	فَلْسَفَ	x					
3	ذفف	ذَفَّفَ	y					
3	نصص	نَصَّصَ	y					
3	سطح	سَطَّحَ	x					
3	نغم	نَغَّمَ	v					
3	خنع	خَنَّعَ	x					
3	رجم	رَجَّمَ	x					
3	نبه	نَبَّهَ	y					
3	حمس	حَمَّسَ	y					
3	سخر	سَخَّرَ	y					
3	لطم	لَطَّمَ	y					
3	قشب	قَشَّبَ	y					
3	لقب	لَقَّبَ	y					
3	هندس	هَنْدَسَ	x					
3	وسط	وَسَّطَ	y					
3	فتر	فَتَّرَ	y					
3	وسخ	وَسَّخَ	y					
3	كتكت	كَتْكَتَ	v					
3	قيظ	قَيَّظَ	y					
3	كثف	كَثَّفَ	x					
3	كعب	كَعَّبَ	x					
3	لفت	لَفَّتَ	x					
3	حرق	حَرَّقَ	y					
3	كوكب	كَوْكَبَ	v					
3	فصل	فَصَّلَ	x					
3	حمص	حَمَّصَ	x					
3	نخل	نَخَّلَ	x					
3	زوق	زَوَّقَ	y					
3	جزز	جَزَّزَ	x					
3	بطن	بَطَّنَ	x					
3	حوز	حَوَّزَ	x					
3	نوق	نَوَّقَ	x					
3	شنق	شَنَّقَ	x					
3	لجم	لَجَّمَ	y					
3	نجع	نَجَّعَ	v					
3	رثم	رَثَّمَ	x					
3	سمل	سَمَّلَ	y					
3	فقع	فَقَّعَ	x					
3	وعر	وَعَّرَ	x					
3	ذلل	ذَلَّلَ	y					
3	زور	زَوَّرَ	y					
3	سوم	سَوَّمَ	yz					
3	عذب	عَذَّبَ	y					
3	حشف	حَشَّفَ	x					
3	رفع	رَفَّعَ	y					
3	دول	دَوَّلَ	x					
3	قين	قَيَّنَ	y					
3	دهقن	دَهْقَنَ	y					
3	وسق	وَسَّقَ	x					
3	نوف	نَيَّفَ	v					
3	وقف	وَقَّفَ	y					
3	سفك	سَفَّكَ	y					
3	طرف	طَرَّفَ	y					
3	سرر	سَرَّرَ	yw					
3	نكس	نَكَّسَ	x					
3	خون	خَوَّنَ	y					
3	وطن	وَطَّنَ	y					
3	حطم	حَطَّمَ	y					
3	شرم	شَرَّمَ	x					
3	غفل	غَفَّلَ	y					
3	عود	عَيَّدَ	v					
3	عمر	عَمَّرَ	y					
3	حبذ	حَبَّذَ	y					
3	قصص	قَصَّصَ	x					
3	ودن	وَدَّنَ	x					
3	صوف	صَوَّفَ	x					
3	حكم	حَكَّمَ	y					
3	طنطن	طَنْطَنَ	v					
3	سرح	سَرَّحَ	x					
3	دمث	دَمَّثَ	x					
3	ثلث	ثَلَّثَ	y					
3	بدن	بَدَّنَ	y					
3	صقر	صَقَّرَ	x					
3	وكر	وَكَّرَ	y					
3	برعم	بَرْعَمَ	v					
3	ثلج	ثَلَّجَ	x					
3	خرب	خَرَّبَ	x					
3	شتم	شَتَّمَ	y					
3	غطرف	غَطْرَفَ	v					
3	جرش	جَرَّشَ	x					
3	عنب	عَنَّبَ	v					
3	خدش	خَدَّشَ	x					
3	هرج	هَرَّجَ	y					
3	فوج	فَوَّجَ	v					
3	روج	رَوَّجَ	x					
3	شمس	شَمَّسَ	y					
3	ركن	رَكَّنَ	y					
3	عجج	عَجَّجَ	x					
3	مهل	مَهَّلَ	y					
3	رعب	رَعَّبَ	y					
3	فدن	فَدَّنَ	x					
3	دهم	دَهَّمَ	x					
3	كشف	كَشَّفَ	y					
3	عذر	عَذَّرَ	y					
3	سجس	سَجَّسَ	x					
3	نشر	نَشَّرَ	x					
3	تلفن	تَلْفَنَ	v					
3	ورد	وَرَّدَ	x					
3	شوق	شَوَّقَ	y					
3	غمض	غَمَّضَ	x					
3	فسل	فَسَّلَ	y					
3	حرض	حَرَّضَ	y					
3	قر مط	قَرْمَطَ	v					
3	نيح	نَيَّحَ	y					
3	لعلع	لَعْلَعَ	v					
3	شلوب	شَلْوَبَ	v					
3	فزر	فَزَّرَ	y					
3	حنث	حَنَّثَ	y					
3	ذنب	ذَنَّبَ	x					
3	مسد	مَسَّدَ	x					
3	جوز	جَوَّزَ	x					
3	عيش	عَيَّشَ	y					
3	شيد	شَيَّدَ	x					
3	عجل	عَجَّلَ	y					
3	نضج	نَضَّجَ	x					
3	زفزف	زَفْزَفَ	v					
3	نظر	نَظَّرَ	x					
3	لقف	لَقَّفَ	y					
3	زلم	زَلَّمَ	x					
3	نجم	نَجَّمَ	x					
3	كسف	كَسَّفَ	x					
3	رصن	رَصَّنَ	x					
3	نظم	نَظَّمَ	x					
3	جند	جَنَّدَ	y					
3	نصف	نَصَّفَ	x					
3	طوس	طَوَّسَ	x					
3	فلج	فَلَّجَ	x					
3	هوش	هَوَّشَ	y					
3	ثرثر	ثَرْثَرَ	x					
3	حبق	حَبَّقَ	x					
3	كمل	كَمَّلَ	x					
3	رجع	رَجَّعَ	x					
3	لمع	لَمَّعَ	x					
3	زبرج	زَبْرَجَ	x					
3	غضن	غَضَّنَ	x					
3	كمد	كَمَّدَ	x					
3	يبس	يَبَّسَ	x					
3	زغزغ	زَغْزَغَ	y					
3	مضض	مَضَّضَ	v					
3	نجف	نَجَّفَ	x					
3	فوض	فَوَّضَ	y					
3	كمم	تَكَمَّمَ	x					
3	ثيب	ثَيَّبَ	v					
3	فتح	فَتَّحَ	x					
3	نزل	نَزَّلَ	y					
3	ملح	مَلَّحَ	x					
3	زمل	زَمَّلَ	y					
3	حفف	حَفَّفَ	y					
3	حرب	حَرَّبَ	y					
3	وهل	وَهَّلَ	y					
3	بربر	بَرْبَرَ	v					
3	لمح	لَمَّحَ	v					
3	طيف	طَيَّفَ	v					
3	حمق	حَمَّقَ	y					
3	سهل	سَهَّلَ	x					
3	رنح	رَنَّحَ	x					
3	ديث	دَيَّثَ	y					
3	لذذ	لَذَّذَ	y					
3	مدن	مَدَّنَ	y					
3	دبس	دَبَّسَ	x					
3	مرض	مَرَّضَ	y					
3	صيح	صَيَّحَ	x					
3	شيع	شَيَّعَ	y					
3	عجم	عَجَّمَ	x					
3	نطف	نَطَّفَ	y					
3	خدد	خَدَّدَ	y					
3	نصر	نَصَّرَ	y					
3	نزر	نَزَّرَ	x					
3	حذر	حَذَّرَ	yz					
3	غلغل	غَلْغَلَ	x					
3	كشح	كَشَّحَ	x					
3	بوب	بَوَّبَ	x					
3	لحس	لَحَّسَ	yz					
3	وقع	وَقَّعَ	x					
3	كرس	كَرَّسَ	x					
3	دعدع	دَعْدَعَ	x					
3	فرز	فَرَّزَ	v					
3	وزن	وَزَّنَ	y					
3	قبب	قَبَّبَ	x					
3	خشن	خَشَّنَ	x					
3	صمد	صَمَّدَ	y					
3	حرص	حَرَّصَ	y					
3	طعم	طَعَّمَ	y					
3	صقع	صَقَّعَ	x					
3	حوقل	حَوْقَلَ	v					
3	دمدم	دَمْدَمَ	v					
3	جمهر	جَمْهَرَ	y					
3	عنس	عَنَّسَ	y					
3	درم	دَرَّمَ	x					
3	وصم	وَصَّمَ	y					
3	كلل	كَلَّلَ	y					
3	عبس	عَبَّسَ	v					
3	زحر	زَحَّرَ	v					
3	عطس	عَطَّسَ	y					
3	هور	هَوَّرَ	y					
3	علق	عَلَّقَ	x					
3	خلق	خَلَّقَ	x					
3	ورق	وَرَّقَ	x					
3	ربت	رَبَّتَ	y					
3	فرخ	فَرَّخَ	v					
3	نبت	نَبَّتَ	y					
3	ظهر	ظَهَّرَ	x					
3	علل	عَلَّلَ	y					
3	هدب	هَدَّبَ	x					
3	عطر	عَطَّرَ	y					
3	زعفر	زَعْفَرَ	x					
3	عنن	عَنْوَنَ	x					
3	عصر	عَصَّرَ	x					
3	قفل	قَفَّلَ	x					
3	رجب	رَجَّبَ	y					
3	حلقم	حَلْقَمَ	y					
3	يتن	يَتَّنَ	y					
3	غصن	غَصَّنَ	v					
3	مغط	مَغَّطَ	x					
3	شرط	شَرَّطَ	x					
3	رحل	رَحَّلَ	y					
3	خرس	خَرَّسَ	y					
3	قصر	قَصَّرَ	x					
3	وثل	وَثَّلَ	x					
3	رمق	رَمَّقَ	y					
3	كفر	كَفَّرَ	y					
3	جرد	جَرَّدَ	y					
3	نقص	نَقَّصَ	x					
3	طبب	طَبَّبَ	y					
3	لفلف	لَفْلَفَ	x					
3	بلغ	بَلَّغَ	yz					
3	كبس	كَبَّسَ	x					
3	خصخص	خَصْخَصَ	y					
3	فهرس	فَهْرَسَ	x					
3	هون	هَوَّنَ	x					
3	صفر	صَفَّرَ	x					
3	ميز	مَيَّزَ	y					
3	قبح	قَبَّحَ	y					
3	جعد	جَعَّدَ	x					
3	هول	هَوَّلَ	y					
3	كرر	كَرَّرَ	x					
3	وثب	وَثَّبَ	y					
3	هيج	هَيَّجَ	y					
3	هشم	هَشَّمَ	y					
3	هوس	هَوَّسَ	y					
3	قرب	قَرَّبَ	y					
3	ذيل	ذَيَّلَ	x					
3	وشم	وَشَّمَ	x					
3	شحل	شَحَّلَ	x					
3	نسق	نَسَّقَ	x					
3	نفع	نَفَّعَ	y					
3	ورش	وَرَّشَ	v					
3	قمع	قَمَّعَ	x					
3	عور	عَوَّرَ	y					
3	جرع	جَرَّعَ	yz					
3	قيض	قَيَّضَ	x					
3	ربح	رَبَّحَ	y					
3	جرر	جَرَّرَ	y					
3	سوف	سَوَّفَ	y					
3	طفح	طَفَّحَ	x					
3	صيف	صَيَّفَ	y					
3	كدر	كَدَّرَ	x					
3	ذمر	ذَمَّرَ	y					
3	لمج	لَمَّجَ	y					
3	فلس	فَلَّسَ	y					
3	طمر	طَمَّرَ	y					
3	فرض	فَرَّضَ	x					
3	هند	هَنَّدَ	y					
3	مكك	مَكَّكَ	v					
3	لملم	لَمْلَمَ	x					
3	جهل	جَهَّلَ	y					
3	عزر	عَزَّرَ	y					
3	رحب	رَحَّبَ	x					
3	بلسم	بَلْسَمَ	x					
3	رقن	رَقَّنَ	x					
3	عرقل	عَرْقَلَ	x					
3	حقر	حَقَّرَ	y					
3	جمم	جَمَّمَ	x					
3	وقح	وَقَّحَ	x					
3	دجل	دَجَّلَ	x					
3	نفس	نَفَّسَ	y					
3	شلح	شَلَّحَ	y					
3	كبد	كَبَّدَ	yz					
3	دندن	دَنْدَنَ	v					
3	جيف	جَيَّفَ	v					
3	حيد	حَيَّدَ	y					
3	شرنق	شَرْنَقَ	x					
3	صحح	صَحَّحَ	y					
3	عنبر	عَنْبَرَ	x					
3	سعر	سَعَّرَ	x					
3	طمح	طَمَّحَ	v					
3	مذر	مَذَّرَ	x					
3	نوس	نَوَّسَ	v					
3	صهب	صَهَّبَ	x					
3	حفظ	حَفَّظَ	yz					
3	قلقل	قَلْقَلَ	x					
3	حنك	حَنَّكَ	y					
3	دبلج	دَبْلَجَ	x					
3	قنطر	قَنْطَرَ	x					
3	صرر	صَرَّرَ	x					
3	حلف	حَلَّفَ	y					
3	جعجع	جَعْجَعَ	v					
3	جشم	جَشَّمَ	y					
3	رتب	رَتَّبَ	y					
3	ركك	رَكَّكَ	v					
3	كلف	كَلَّفَ	yz					
3	كيل	كَيَّلَ	x					
3	كركر	كَرْكَرَ	y					
3	سيب	سَيَّبَ	y					
3	ضخم	ضَخَّمَ	x					
3	جرذ	جَرَّذَ	y					
3	نكل	نَكَّلَ	y					
3	فضل	فَضَّلَ	y					
3	ملط	مَلَّطَ	x					
3	خيب	خَيَّبَ	y					
3	علف	عَلَّفَ	y					
3	هدر	هَدَّرَ	v					
3	هدم	هَدَّمَ	x					
3	هدهد	هَدْهَدَ	y					
3	نفض	نَفَّضَ	x					
3	نفق	نَفَّقَ	x					
3	نقب	نَقَّبَ	v					
3	هجم	هَجَّمَ	y					
3	زوج	تَزَوَّجَ	y					
3	مون	مَوَّنَ	y					
3	نشم	نَشَّمَ	v					
3	هجن	هَجَّنَ	y					
3	روم	رَوَّمَ	y					
3	حول	حَوَّلَ	y					
3	سبق	سَبَّقَ	y					
3	علك	عَلَّكَ	x					
3	كره	كَرَّهَ	yw					
3	نفد	نَفَّدَ	x					
3	هدد	هَدَّدَ	y					
3	هسهس	هَسْهَسَ	x					
3	نمط	نَمَّطَ	x					
3	شبح	شَبَّحَ	x					
3	نغص	نَغَّصَ	x					
3	نقش	نَقَّشَ	x					
3	نقض	نَقَّضَ	x					
3	جيب	جَيَّبَ	x					
3	نعم	نَعَّمَ	y					
3	نعنع	نَعْنَعَ	v					
3	غيظ	غَيَّظَ	y					
3	قرح	قَرَّحَ	y					
3	جبن	جَبَّنَ	y					
3	هوز	هَوَّزَ	v					
3	هبهب	هَبْهَبَ	y					
3	سود	سَوَّدَ	y					
3	فزع	فَزَّعَ	y					
3	نطق	نَطَّقَ	y					
3	نطل	نَطَّلَ	y					
3	فرك	فَرَّكَ	x					
3	زيق	زَيَّقَ	x					
3	برمج	بَرْمَجَ	x					
3	لوع	لَوَّعَ	y					
3	طهر	طَهَّرَ	y					
3	هرد	هَرَّدَ	x					
3	نير	نَيَّرَ	x					
3	هبب	هَبَّبَ	x					
3	دلع	دَلَّعَ	y					
3	هرف	هَرَّفَ	v					
3	هرق	هَرَّقَ	x					
3	كبر	كَبَّرَ	x					
3	نول	نَوَّلَ	y					
3	هجد	هَجَّدَ	y					
3	هجر	هَجَّرَ	y					
3	هبش	هَبَّشَ	x					
3	نون	نَوَّنَ	x					
3	خمس	خَمَّسَ	x					
3	شعشع	شَعْشَعَ	x					
3	حرك	حَرَّكَ	y					
3	همش	هَمَّشَ	y					
3	همم	هَمَّمَ	y					
3	خوص	خَوَّصَ	x					
3	هندم	هَنْدَمَ	x					
3	دردب	دَرْدَبَ	v					
3	همد	هَمَّدَ	x					
3	جلد	جَلَّدَ	x					
3	وزع	وَزَّعَ	x					
3	سنج	سَنَّجَ	x					
3	وسوس	وَسْوَسَ	y					
3	بهرج	بَهْرَجَ	x					
3	وخف	وَخَّفَ	x					
3	مصمص	مَصْمَصَ	x					
3	وثق	وَثَّقَ	y					
3	وبخ	وَبَّخَ	y					
3	وبش	وَبَّشَ	v					
3	زرر	زَرَّرَ	x					
3	وجب	وَجَّبَ	y					
3	عمق	عَمَّقَ	x					
3	هيل	هَيَّلَ	x					
3	هشهش	هَشْهَشَ	x					
3	هزع	هَزَّعَ	y					
3	هزل	هَزَّلَ	y					
3	هزم	هَزَّمَ	y					
3	هلك	هَلَّكَ	y					
3	ه لل	هَيْلَلَ	v					
3	سلطن	سَلْطَنَ	y					
3	ورف	وَرَّفَ	x					
3	برقش	بَرْقَشَ	x					
3	ورس	وَرَّسَ	x					
3	نكت	نَكَّتَ	v					
3	ضيع	ضَيَّعَ	y					
