#رقم 	مشكول	غير مشكول	جذر	وزن	صنف	اصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرده المحسوب	تأنيث	تثنية	ج.مؤ.س	ج. مذ. س.	منقوص	تنوين النصب	نسب	إض. لف.	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
3369	دُيوكٌ	ديوك	ديك					مؤنث			جمع		دِيكٌ						Tn									
3371	أَدْياكٌ	أدياك	ديك					مؤنث			جمع								Tn									
3373	دِيَمٌ	ديم	ديم					مؤنث			جمع		ديمَةٌ						Tn									
3374	دُيومٌ	ديوم	ديم					مؤنث			جمع		ديمَةٌ						Tn									
3376	دَيامِيسُ	دياميس	ديماس					مؤنث			جمع		دِيماسٌ														Non	
3377	دَمامِيسُ	دماميس	ديماس					مؤنث			جمع		دِيماسٌ														Non	
3383	دَنانيرُ	دنانير	دينار					مؤنث			جمع		دِينارٌ														Non	
3391	ذَوائِبُ	ذوائب	ذأب					مؤنث			جمع		ذُؤابَةٌ														Non	
3396	ذُبالٌ	ذبال	ذبالة					مؤنث			جمع		ذُبالَةٌ						Tn									
3399	ذَبائِحُ	ذبائح	ذبح					مؤنث			جمع		ذَبيحَةٌ														Non	
3401	مَذَابِحُ	مذابح	ذبح					مؤنث			جمع		مَذْبَحٌ														Non	
3403	مَذَابِحُ	مذابح	ذبح					مؤنث			جمع		مَذْبَحٌ														Non	
3406	أَذْخارٌ	أذخار	ذخر					مؤنث			جمع		ذُخْرٌ						Tn									
3408	ذَخائِرُ	ذخائر	ذخر					مؤنث			جمع		ذَخيرَةٌ														Non	
3412	أَذْخارٌ	أذخار	ذرب					مؤنث			جمع		ذُخْرٌ						Tn									
3422	ذَرائِعُ	ذرائع	ذرع					مؤنث			جمع		ذَريعَةٌ														Non	
3446	تَذَاكِرُ	تذاكر	ذكر					مؤنث			جمع		تَذْكِرَةٌ														Non	
3449	ذُكورٌ	ذكور	ذكر					مؤنث			جمع		ذَكَرٌ						Tn									
3462	ذَلاذِلُ	ذلاذل	ذلذل					مؤنث			جمع		ذُلْذُلٌ														Non	
3466	أَذْلالٌ	أذلال	ذلل					مؤنث			جمع		ذِلٌّ						Tn									
3473	ذِمَمٌ	ذمم	ذمم					مؤنث			جمع		ذِمَّةٌ						Tn									
3478	ذُنَائِبُ	ذنائب	ذنب					مؤنث			جمع		ذُنَابَةٌ														Non	
3481	ذُنُوبٌ	ذنوب	ذنب					مؤنث			جمع		ذَنْبٌ						Tn									
3483	أذْنَابٌ	أذناب	ذنب					مؤنث			جمع		ذَنَبٌ						Tn									
3486	مَذَاهِبُ	مذاهب	ذهب					مؤنث			جمع		مَذْهَبٌ														Non	
3488	أذْهَابٌ	أذهاب	ذهب					مؤنث			جمع		ذَهَبٌ						Tn									
3489	ذُهُوبٌ	ذهوب	ذهب					مؤنث			جمع		ذَهَبٌ						Tn									
3494	مَذَاوِدُ	مذاود	ذود					مؤنث			جمع		مِذْوَدٌ														Non	
3499	ذِئابٌ	ذئاب	ذئب					مؤنث			جمع		ذِئْبٌ						Tn									
3503	ذُيُولٌ	ذيول	ذيل					مؤنث			جمع		ذَيْلٌ						Tn									
3504	أذْيَالٌ	أذيال	ذيل					مؤنث			جمع		ذَيْلٌ						Tn									
3506	مَرَائِبُ	مرائب	رأب					مؤنث			جمع		مَرْأَبٌ														Non	
3511	رُؤُوسٌ	رؤوس	رأس					مؤنث			جمع		رَأْسٌ						Tn									
3517	رَوَاقِيلُ	رواقيل	راقول					مؤنث			جمع		رَاقُولٌ														Non	
3522	رَوَاوِيقُ	رواويق	راووق					مؤنث			جمع		رَاوُوقٌ														Non	
3529	مَرَايَا	مرايا	رأي					مؤنث			جمع		مِرْآةٌ														Non	
3533	رَبايا	ربايا	ربأ					مؤنث			جمع		رَبِيئَةٌ														Non	
3539	أرْبَابٌ	أرباب	ربب					مؤنث			جمع		رَبُّ						Tn									
3540	رُبُوبٌ	ربوب	ربب					مؤنث			جمع		رَبُّ						Tn									
3542	رَبَائِبُ	ربائب	ربب					مؤنث			جمع		رَبِيبَةٌ														Non	
3547	رَبَائِدُ	ربائد	ربد					مؤنث			جمع		رَبِيدَةٌ														Non	
3550	مَرَابِدُ	مرابد	ربد					مؤنث			جمع		مِرْبَدٌ														Non	
3553	رَبارِبُ	ربارب	ربرب					مؤنث			جمع		رَبْرَبٌ														Non	
3555	أَرْباضٌ	أرباض	ربض					مؤنث			جمع		رَبَضٌ						Tn									
3558	مَرَابِضُ	مرابض	ربض					مؤنث			جمع		مَرْبِضٌ														Non	
3560	رَوَابِطُ	روابط	ربط					مؤنث			جمع		رَابِطَةٌ														Non	
3563	مَرَابِطُ	مرابط	ربط					مؤنث			جمع		مَرْبَطٌ														Non	
3565	مَرَابِطُ	مرابط	ربط					مؤنث			جمع		مَرْبَطٌ														Non	
3573	أَرْبَاعٌ	أرباع	ربع					مؤنث			جمع		رُبُعٌ						Tn									
3575	أَرْبَاعٌ	أرباع	ربع					مؤنث			جمع		رُبُعٌ						Tn									
3578	ربَائِعُ	ربائع	ربع					مؤنث			جمع		رَبِيعَةٌ														Non	
3581	رِبَاعٌ	رباع	ربع					مؤنث			جمع		رَبِيعٌ						Tn									
3584	مَرَابِعُ	مرابع	ربع					مؤنث			جمع		مَرْبَعٌ														Non	
3586	مَرابِعُ	مرابع	ربع					مؤنث			جمع		مِرْبَعٌ														Non	
3588	مَرَابِعُ	مرابع	ربع					مؤنث			جمع		مَرْبَعٌ														Non	
3590	مَرابِعُ	مرابع	ربع					مؤنث			جمع		مِرْبَعٌ														Non	
3592	أرْبَاقٌ	أرباق	ربق					مؤنث			جمع		رِبْقٌ						Tn									
3593	رِبَاقٌ	رباق	ربق					مؤنث			جمع		رِبْقٌ						Tn									
3594	رِبَقٌ	ربق	ربق					مؤنث			جمع		رِبْقٌ						Tn									
3598	رَبَائِكُ	ربائك	ربك					مؤنث			جمع		رَبِيكَةٌ														Non	
3601	رَوابِلُ	روابل	ربل					مؤنث			جمع		رَابِلَةٌ														Non	
3603	رُبولٌ	ربول	ربل					مؤنث			جمع		رَبْلٌ						Tn									
3618	رُتَبٌ	رتب	رتب					مؤنث			جمع		رُتْبَةٌ						Tn									
3622	مَرَاتِبُ	مراتب	رتب					مؤنث			جمع		مَرْتَبَةٌ														Non	
3625	رُتُوتٌ	رتوت	رتت					مؤنث			جمع		رَتٌّ						Tn									
3629	رَتَائِجُ	رتائج	رتج					مؤنث			جمع		رِتَاجَةٌ														Non	
3631	رُتُجٌ	رتج	رتج					مؤنث			جمع		رِتَاجٌ						Tn									
3633	مَرَاتِيجُ	مراتيج	رتج					مؤنث			جمع		مِرْتَاجٌ														Non	
3635	مَرَاتِعُ	مراتع	رتع					مؤنث			جمع		مَرْتَعٌ														Non	
3637	تَرَاتِيلُ	تراتيل	رتل					مؤنث			جمع		تَرْتِيلَةٌ														Non	
3641	رِثَاثٌ	رثاث	رثث					مؤنث			جمع		رَثٌّ						Tn				O	O	O	N		
3651	رَوَاجِبُ	رواجب	رجب					مؤنث			جمع		رَاجِبَةٌ														Non	
3653	أَرْجَابٌ	أرجاب	رجب					مؤنث			جمع		رَجَبٌ						Tn									
3655	أَرْجَابٌ	أرجاب	رجب					مؤنث			جمع		رَجَبٌ						Tn				O	N	N	N		
3656	رُجُوبٌ	رجوب	رجب					مؤنث			جمع		رَجَبٌ						Tn				O	N	N	N		
3659	أَرَاجِيحُ	أراجيح	رجح					مؤنث			جمع		أُرْجُوحَةٌ														Non	
3662	أَرَاجِيزُ	أراجيز	رجز					مؤنث			جمع		أُرْجُوزَةٌ														Non	
3666	أرْجَاسٌ	أرجاس	رجس					مؤنث			جمع		رِجْسٌ						Tn									
3669	رَجَائِعُ	رجائع	رجع					مؤنث			جمع		رَجِيعَةٌ														Non	
3671	رُجُعٌ	رجع	رجع					مؤنث			جمع		رَجِيعٌ						Tn									
3674	مَرَاجِعُ	مراجع	رجع					مؤنث			جمع		مَرْجِعٌ														Non	
3680	رِجَالٌ	رجال	رجل					مؤنث			جمع		رَجُلٌ						Tn	R								
3683	أَرْجُلٌ	أرجل	رجل					مؤنث			جمع		رِجْلٌ						Tn									
3685	مَرَاجِلُ	مراجل	رجل					مؤنث			جمع		مِرْجَلٌ														Non	
3687	رِجَامٌ	رجام	رجم					مؤنث			جمع		رَجَمٌ						Tn	R								"رِجَامٌ-رِجَامٌ [ر ج م]. 1.: مِرْجَاسٌ. 2.: مَا يُبْنَى عَلَى البِئْرِ فَتُجْعَلُ عَلَيِْهِ الخَشَبَةُ للِدَّلْوِ. 3.""الرِّجَامانِ"" : خشَبَتانِ تُنْصَبَانِ علَى البِئْرِ فَتُجْعَلُ فِيهِما البَكَرَةُ."
3690	رِجَامٌ	رجام	رجم					مؤنث			جمع		رَجَمٌ						Tn									
3691	أَرْجَامٌ	أرجام	رجم					مؤنث			جمع		رَجَمٌ						Tn									
3698	رِحَابٌ	رحاب	رحب					مؤنث			جمع		رَحْبَةٌ						Tn									
3702	مَرَاحِيضُ	مراحيض	رحض					مؤنث			جمع		مِرْحَاضٌ														Non	
3706	رَوَاحِلُ	رواحل	رحل					مؤنث			جمع		رَاحِلَةٌ														Non	
3710	مَرَاحِلُ	مراحل	رحل					مؤنث			جمع		مَرْحَلَةٌ														Non	
3714	أَرْحَامٌ	أرحام	رحم					مؤنث			جمع								Tn									
3718	رِخَاخٌ	رخاخ	رخخ					مؤنث			جمع		رُخٌّ						Tn									
3720	رُخَصٌ	رخص	رخص					مؤنث			جمع		رُخْصَةٌ						Tn									
3722	رِخَافٌ	رخاف	رخف					مؤنث			جمع		رَخْفَةٌ						Tn									
3730	رَوَادِفُ	روادف	ردف					مؤنث			جمع		رَادِفَةٌ														Non	
3732	أرْدَافٌ	أرداف	ردف					مؤنث			جمع		رِدْفٌ						Tn									
3735	رَدْهٌ	رده	رده					مؤنث			جمع		رَدْهَةٌ						Tn									
3736	رَدَاهٌ	رداه	رده					مؤنث			جمع		رَدْهَةٌ						Tn									
3741	رَذَائِلُ	رذائل	رذل					مؤنث			جمع		رَذِيلَةٌ														Non	
3746	رَزَايَا	رزايا	رزأ					مؤنث			جمع		رَزِيئَةٌ														Non	
3748	رَزَايَا	رزايا	رزأ					مؤنث			جمع		رَزِيئَةٌ														Non	
3750	مَرَازِئُ	مرازئ	رزأ					مؤنث			جمع		مَرْزِئَةٌ														Non	
3754	مَرَازُّ	مراز	رزز					مؤنث			جمع		مَرَزَّةٌ														Non	
3756	أَرْزَاقٌ	أرزاق	رزق					مؤنث			جمع		رِزْقٌ						Tn									
3759	رِزَمٌ	رزم	رزم					مؤنث			جمع		رِزْمَةٌ						Tn									
3764	أرْسَاغٌ	أرساغ	رسغ					مؤنث			جمع		رُسْغٌ						Tn									
3765	أَرْسُغٌ	أرسغ	رسغ					مؤنث			جمع		رُسْغٌ						Tn									
3770	رَوَاسِمُ	رواسم	رسم					مؤنث			جمع		رَوْسَمٌ														Non	
3776	أَرْسُنٌ	أرسن	رسن					مؤنث			جمع		رَسَنٌ						Tn									
3789	مَرَاشٌّ	مراش	رشش					مؤنث			جمع		مِرَشَّةٌ						Tn									
3790	مَرَاشِفُ	مراشف	رشف					مؤنث			جمع		مِرْشَفٌ														Non	"مَرَاشِفُ-مَرَاشِفُ [ر ش ف]. ""عَلَى الْمَرَاشِفِ"" : عَلَى الشِّفَاهِ."
3792	مَرَاشِفُ	مراشف	رشف					مؤنث			جمع		مِرْشَفٌ														Non	
3796	أَرْشاقٌ	أرشاق	رشق					مؤنث			جمع		رِشْقٌ						Tn									
3798	رَواشِمُ	رواشم	رشم					مؤنث			جمع		رَوْشَمٌ														Non	
3803	رَشًا	رشا	رشو					مؤنث			جمع		رَشاةٌ						Tn									
3807	رِصادٌ	رصاد	رصد					مؤنث			جمع		رَصْدَةٌ						Tn									
3811	مَرَاصِيدُ	مراصيد	رصد					مؤنث			جمع		مِرْصَادٌ														Non	
3813	مَرَاصِدُ	مراصد	رصد					مؤنث			جمع		مَرْصَدٌ														Non	
3817	رَصائِفُ	رصائف	رصف					مؤنث			جمع		رُصافَةٌ														Non	
3819	رُصُفٌ	رصف	رصف					مؤنث			جمع		رِصافٌ						Tn									
3821	رَصَفٌ	رصف	رصف					مؤنث			جمع		رَصَفَةٌ						Tn									
3822	أَرْصَافٌ	أرصاف	رصف					مؤنث			جمع		رَصَفَةٌ						Tn									
3827	رَوَاضِعُ	رواضع	رضع					مؤنث			جمع		رَاضِعَةٌ														Non	
3830	مَرَاضِعُ	مراضع	رضع					مؤنث			جمع		مِرْضَعَةٌ														Non	
3832	رَضَفٌ	رضف	رضف					مؤنث			جمع		رَضَفَةٌ						Tn									
3836	رِطَابٌ	رطاب	رطب					مؤنث			جمع		رَطْبَةٌ						Tn									
3838	رِطابٌ	رطاب	رطب					مؤنث			جمع		رُطَبٌ						Tn									
3839	أَرْطابٌ	أرطاب	رطب					مؤنث			جمع		رُطَبٌ						Tn									
3842	أَرْطالٌ	أرطال	رطل					مؤنث			جمع		رِطْلٌ						Tn									
3852	رَعايا	رعايا	رعي					مؤنث			جمع		رَعِيَّةٌ														Non	
3856	رَغائِبُ	رغائب	رغب					مؤنث			جمع		رَغيبَةٌ														Non	
3858	رَغائِدُ	رغائد	رغد					مؤنث			جمع		رَغيدَةٌ														Non	
3867	مَرَاغِمُ	مراغم	رغم					مؤنث			جمع		مَرْغِمٌ														Non	
3874	مَرَافِئُ	مرافئ	رفأ					مؤنث			جمع		مَرْفَأٌ														Non	
3877	أَرْفادٌ	أرفاد	رفد					مؤنث			جمع		رِفْدٌ						Tn									
3878	رُفودٌ	رفود	رفد					مؤنث			جمع		رِفْدٌ						Tn									
3880	أَرْفادٌ	أرفاد	رفد					مؤنث			جمع		رِفْدٌ						Tn									
3881	رُفودٌ	رفود	رفد					مؤنث			جمع		رِفْدٌ						Tn									
3883	رَفائِدُ	رفائد	رفد					مؤنث			جمع		رَفيدَةٌ														Non	
3885	رَفارِفُ	رفارف	رفرف					مؤنث			جمع		رَفْرَفٌ														Non	
3888	رَفائِسُ	رفائس	رفس					مؤنث			جمع		رَفيسٌ														Non	
3890	رَوَافِضُ	روافض	رفض					مؤنث			جمع		رَافِضَةٌ														Non	
3892	رَوَافِعُ	روافع	رفع					مؤنث			جمع		رَافِعَةٌ														Non	
3893	مَرَافِعُ	مرافع	رفع					مؤنث			جمع		مَرْفَعٌ														Non	مَرَافِعُ-مَرَافِعُ [ر ف ع].: هِيَ أَيَّامٌ مُعَيَّنَةٌ عِنْدَ الْمَسِيحِيِّينَ تَتَقَدَّمُ الصَّوْمَ.
3895	مَرَافِعُ	مرافع	رفع					مؤنث			جمع		مَرْفَعٌ														Non	
3901	رِقابٌ	رقاب	رقب					مؤنث			جمع		رَقَبَةٌ						Tn									
3903	مَرَاقِبُ	مراقب	رقب					مؤنث			جمع		مَرْقَبٌ														Non	
3905	رَوَاقِيدُ	رواقيد	رقد					مؤنث			جمع		رَاقُودٌ														Non	
3908	مَرَاقِدُ	مراقد	رقد					مؤنث			جمع		مَرْقَدٌ														Non	
3910	رُقوشٌ	رقوش	رقش					مؤنث			جمع		رَقْشٌ						Tn									
3912	مَرَاقِصُ	مراقص	رقص					مؤنث			جمع		مَرْقَصٌ														Non	
3914	رُقَطٌ	رقط	رقط					مؤنث			جمع		رُقْطَةٌ						Tn									
3916	أَرْقَاطٌ	أرقاط	رقط					مؤنث			جمع		رَقْطٌ						Tn									
3918	رُقَعٌ	رقع	رقع					مؤنث			جمع		رُقْعَةٌ						Tn									
3919	رِقاعٌ	رقاع	رقع					مؤنث			جمع		رُقْعَةٌ						Tn									
3922	رُقوقٌ	رقوق	رقق					مؤنث			جمع		رَقٌّ						Tn									
3927	رَقْم	رقم	رقم					مؤنث			جمع		أَرْقَامٌ		DnN				Tn	R								
3930	مَرَاقِمُ	مراقم	رقم					مؤنث			جمع		مِرْقَمٌ														Non	
3933	مَرَاقِنُ	مراقن	رقن					مؤنث			جمع		مِرْقَنَةٌ														Non	
3944	رُكْبٌ	ركب	ركب					مؤنث			جمع		رِكابٌ						Tn									
3945	رَكائِبُ	ركائب	ركب					مؤنث			جمع		رِكابٌ														Non	
3946	رِكابٌ	ركاب	ركب					مؤنث			جمع		رِكابٌ						Tn									
3948	رُكَبٌ	ركب	ركب					مؤنث			جمع		رُكْبَةٌ						Tn									
3950	رَكائِزُ	ركائز	ركز					مؤنث			جمع		رَكيزَةٌ														Non	
3952	مَرَاكِزُ	مراكز	ركز					مؤنث			جمع		مَرْكَزٌ														Non	
3954	مَراكِضُ	مراكض	ركض					مؤنث			جمع		مَرْكَضٌ														Non	
