#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرده	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	 تنوين النصب للجمع 	شرح	
147	أَقْوَى		قوي		اسم تفضيل			مذكر	قُيَّا		مفرد	+ون;أقاوي;مؤ:;قيّا;+ات			Dy		Pm										Non	"أَقْوَى-أَقْوَى [ق و ي] (أَفْعَلُ التَّفْضِيلِ). 1.""هُوَ الأَقْوَى مِنْ بَيْنِ كُلِّ أقْرَانِهِ"" : الأَشَدُّ، الأصْلَبُ. 2. ""هُوَ الرَّأيُ الأقْوَى"": الأصَحُّ. ""هُوَ أقْوَى اسْتِعْدَاداً لِمُوَاجَهَةِ الصِّعَابِ"" ""لِلْعِلْمِ سُلْطَانٌ أقْوَى مِنْ كُلِّ سُلْطَانٍ"". (الكواكبي)."	
148	أَقَاوِيُ		قوي		اسم تفضيل			مذكر			جمع							Tk									Non		
149	قُيَّا		قوي		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
150	أَكْمَلُ		كمل		اسم تفضيل			مذكر	كُمْلَى		مفرد	+ون;أكامل;مؤ:;كملى;+ات			DnN		Pm										Non	"أَكْمَلُ-أَكْمَلُ [ك م ل] (أَفْعَلُ التَّفْضِيلِ). 1.""أَكْمَلُ عَمَلٍ رَأَيْتُهُ"" : أتَمَّهُ. 2.""أَنْهَيْتُ مَصْرُوفِي بِأَكْمَلِهِ"" : بِأَجْمَعِهِ. 3.""خَرَجُوا بِأكْمَلِهِمْ مِنَ الفَصْلِ"" : بِأَسْرِهِمْ. 4.""هُوَ الأَكْمَلُ"": الأَسْمَى، الأَحْسَنُ."	
151	أَكَامِلُ		كمل		اسم تفضيل			مذكر			جمع																Non		
152	كُمْلَى		كمل		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
153	أَكْيَسُ		كيس		اسم تفضيل			مذكر	كِيسَى;كُوسَى		مفرد	+ون;مؤ:;كِيسَى،كُوسَى;			DnN		Pm										Non	"(أَفْعَلُ التَّفْضِيلِ). ""مَا رَأيْتُ أكْيَسَ مِنْهُ"" : أعْقَل مِنْهُ، أَذْكَى مِنْهُ."	
154	أَكَايِسُ		كيس		اسم تفضيل			مذكر			جمع																Non		
155	كِيسَى		كيس		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
156	كُوسَى		كوس		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
157	أَلَدُّ		لدد		اسم تفضيل			مذكر	لَدَّاءُ		مفرد	مؤ:;لَدَّاءُ;لِدَادٌ;لُدٌّ;			DnN		Pm										Non	"(أَفْعَلُ التَّفْضِيلِ). 1.""كَانَ مِنْ أَلَدِّ أعْدَائِهِ"" : مِنْ أشَدِّهِمْ "	
158	لِدَادٌ		لدد		اسم تفضيل			مذكر			جمع								Tn										
159	لُدٌّ		لدد		اسم تفضيل			مذكر			جمع								Tn										
160	أَلَادِدُ		لدد		اسم تفضيل			مذكر			جمع																Non		
161	لَدَّاءُ		لدد		اسم تفضيل			مؤنث			مفرد																Non		
162	أَنْفَعُ		نفع		اسم تفضيل			مذكر	نُفْعَى		مفرد	+ون			DnN		Pm										Non	"أَنْفَعُ-أَنْفَعُ [ن ف ع] (أَفْعَلُ التَّفْضِيلِ). 1.""هَذَا الدَّواءُ أَنْفَعُ لَكَ مِنْ غَيْرِهِ"": أَنْجَعُ. 2.""هُوَ أَنْفَعُ مِنْ غَيْرِهِ"": أَصْلَحُ. ¨ ""خَيْرُ النَّاسِ أَنْفَعُهُمْ لِلنَّاسِ"". (ع. الكواكبي)."	
163	أَنَافِعُ		نفع		اسم تفضيل			مذكر			جمع																Non		
164	نُفْعَى		نفع		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
165	أَنْقَى		نقو		اسم تفضيل			مذكر	نَقْوَى		مفرد	+ون;مؤ:;نَقْوَى;			Dy		Pm										Non	"(أَفْعَلُ التَّفْضِيلِ). ""رَجُلٌ أنْقَى"": دقِيق القَصَبِ قَلِيلُ اللَّحْمِ."	
166	أَنَاقِيُ		نقو		اسم تفضيل			مذكر			جمع							Tk									Non		
167	نَقْوَى		نقو		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
168	أهْوَنُ		هون		اسم تفضيل			مذكر	هُوْنَى		مفرد	+ون			DnN		Pm										Non	"أهْوَنُ-أهْوَنُ [هـ و ن] (أَفْعَلُ التَّفْضِيلِ). 1.الروم آية 27وَهُوَ أهْوَنُ عَلَيْهِ .(قرآن) : أيْ هَيِّنٌ عَلَيْهِ. 2.""اِخْتَارَ أهْوَنَ الشَّرَّيْنِ"": أخَفَّهُمَا، أقَلَّهُمَا ضَرَراً. ""فالخَطْبُ أهْوَنُ مِنْ أنْ يَبْلُغَ بِكَ اليَأْس"". (م.ح. هيكل)."	
169	أَهَاوِنُ		هون		اسم تفضيل			مذكر			جمع																Non		
170	هُوْنَى		هون		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
171	أَنْصَفُ		نصف		اسم تفضيل			مذكر	نُصْفَى		مفرد	+ون			DnN		Pm										Non	"أَنْصَفُ-أَنْصَفُ [ن ص ف] (أَفْعَلُ التَّفْضِيلِ) (مِنْ فِعْلِ أَنْصَفَ). على غَيْرِ قِياسٍ. ""كانَ مِنْ أَنْصَفِ الحُكَّامِ"" : مِنْ أَعْدَلِهِمْ، مِنْ أَكْثَرِهِمْ إِنْصافاً."	
172	أَنَاصِفُ		نصف		اسم تفضيل			مذكر			جمع																Non		
173	نُصْفَى		نصف		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
174	أحْلَى		حلو		اسم تفضيل			مذكر	حُلْوَى		مفرد	مؤ:;حُلْوَى;			Dy												Non	"(أَفْعَلُ التَّفْضيل). 1.""أحْلَى مِنَ السُّكرِ"" : أكْثَرُ عُذُوبَةً وَرِقَّةً. 2. ""مَا أحْلاهُ"" : مَا ألْطَفَهُ. 3. ""مَا أحْلَى هَذِهِ الأَيَّامَ"" : مَا أعْذَبَهَا."	
175	أَحَالِيُ		حلو		اسم تفضيل			مذكر			جمع							Tk									Non		
176	حُلْوَى		حلو		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
177	أوْزَنُ		وزن		اسم تفضيل			مذكر	وُزْنَى		مفرد				DnN												Non	"أوْزَنُ-أوْزَنُ [و ز ن] (أَفْعَلُ التَّفْضيل). 1.""كَلامٌ أوْزَنُ مِنْ "	
178	أَوَازِنُ		وزن		اسم تفضيل			مذكر			جمع																Non		
179	وُزْنَى		وزن		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
180	أوْضَحُ		وضح		اسم تفضيل			مذكر	وُضْحَى		مفرد				DnN												Non	"أوْضَحُ-أوْضَحُ [و ض ح] (أَفْعَلُ التَّفْضيل). 1.""إنَّ الأمْرَ أوْضَحُ مِمَّا يَنْبَغِي"" : أبْيَنُ"	
181	أَوَاضِحُ		وضح		اسم تفضيل			مذكر			جمع																Non		
182	وُضْحَى		وضح		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
183	أوْلَى		ولي		اسم تفضيل			مذكر	وُلْيا		مفرد	+ون;أَوْلَوْنَ;أَوالٍ;مؤ:;وُلْيا;وُلَى;			Dy		Pm										Non	"(أَفْعَلُ التَّفْضيل). 1.""أوْلَى لَكَ أنْ تَأخُذَ هَذَا الْمَكَانَ"" : الأجْدَرُ بِكَ. 2.""هُوَ أوْلَى بِهَذَا الْمَنْصِبِ"" : أحَقُّ بِهِ."	
184	أَوالِي		ولي		اسم تفضيل			مذكر			جمع							Tk									Non		
185	وُلْيا		ولي		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
186	أَشْجَعُ		شجع		اسم تفضيل			مذكر	شُجْعى		مفرد	+ون;شُجْعٌ;مؤ:;شُجْعى;شُجْعَياتٌ;			DnN		Pm										Non	"(أَفْعَلُ التَّفْضيلِ). 1.""كانَ أَشْجَعَ قَوْمِهِ"" : مِنْ أَقْواهُمْ وَأَشَدِّهِمْ بَأْساً. 2.""هُوَ أَشْجَعُ مِنْ لَيْثٍ"" : أَكْثَرُ شَجاعَةً..."	
187	أَشَاجِعُ		شجع		اسم تفضيل			مذكر			جمع																Non		
188	شُجْعٌ		شجع		اسم تفضيل			مذكر			جمع																Non		
189	شُجْعى		شجع		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
190	أَشَدُّ		شدد		اسم تفضيل			مذكر	شُدَّى		مفرد	+ون			DnN		Pm										Non	"أَشَدُّ-أَشَدُّ [ش د د] (أَفْعَلُ التَّفْضيلِ). 1.""الحَذَرُ أَشَدُّ مِنَ الوَقيعَةِ"" (مثل). : الحَذَرُ أَقْوَى مِنْ...2.""هُوَ أَشَدُّ شَرَاسَةً"": أَكْثَرُ شَرَاسَةً. ¨ ""تَرَكْتُهُ أَسْوَأَ حالاً وَأَشَدَّ انْقِباضاً"". (ن. محفوظ). 3.""هُوَ أَشَدُّ سَواداً مِنَ الغُرابِ"": شَديدُ السَّوادِ. ""هُوَ أَشَدُّ بَياضاً""."	
191	أَشَادِدُ		شدد		اسم تفضيل			مذكر			جمع																Non		
192	شُدَّى		شدد		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
193	أَضْيَقُ		ضيق		اسم تفضيل			مذكر	ضُيْقَى;ضُوْقَى		مفرد				DnN												Non	"أَضْيَقُ-أَضْيَقُ[ض ي ق] (أَفْعَلُ التَّفْضيلِ). 1.""هَذا أَضْيَقُ شارِعٍ في الْمَدينَةِ"" : عَرْضُهُ ضَيِّقٌ لا يَسَعُ إِلاَّ عَدَداً قَليلاً مِنَ المارَّةِ. ""إِنَّهُ أَضْيَقُ طَريقٍ في المِنْطَقَةِ"". 2.""ما أَضْيَقَ العَيْشَ لَوْلاَ فُسْحَةُ الأَمَلِ""(الطغرائي) : ما أَشَدَّ ضَيْقَ العَيْشِ."	
194	أَضَايِقُ		ضيق		اسم تفضيل			مذكر			جمع																Non		
195	ضُيْقَى		ضيق		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
196	ضُوْقَى		ضيق		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
197	أَطْيَبُ		طيب		اسم تفضيل			مذكر	طُيْبَى;طوبَى		مفرد	+ون;أَطايِبُ;مؤ:;طوبَى;			DnN		Pm										Non	"(أَفْعَلُ التَّفْضيلِ). 1.""هُوَ مِنْ أَطْيَبِ النَّاسِ"" : مِنْ أَرَ"	
198	أَطايِبُ		طيب		اسم تفضيل			مذكر			جمع																Non		
199	طُيْبَى		طيب		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
200	طوبَى		طوب		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
201	أعْرَقُ		عرق		اسم تفضيل			مذكر	عُرْقَى		مفرد	+ون			DnN		Pm										Non	"أعْرَقُ-أعْرَقُ [ع ر ق] (أَفْعَلُ التَّفْضيلِ). ""هُوَ أعْرَقُ رَجُلٍ فِي الْمَدِينَةِ"" : ذُو العِرْقِ وَالأصْلِ. o ""هُوَ أعْرَقُ مِنْكَ فِي نَسَبِهِ""."	
202	أَعَارِقُ		عرق		اسم تفضيل			مذكر			جمع																Non		
203	عُرْقَى		عرق		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
204	أعْظَمُ		عظم		اسم تفضيل			مذكر	عُظْمَى		مفرد	+ون;أعَاظِمُ;			DnN		Pm										Non	"(أَفْعَلُ التَّفْضيلِ). 1.""كَانَ أعْظَمَ سُلْطَانٍ عَرَفَتْهُ البِلادُ"" : أكْبَرَ. 2. ""السَّوَادُ الأعْظَمُ مِنَ الأمَّةِ لا يَقْرَأُ"" : الأَغْلَبُ. 3. ""هِيَ أعْظَمُ أُمَّةٍ عَرَفَهَا التَّارِيخُ"" : أقْوَى."	
205	أعَاظِمُ		عظم		اسم تفضيل			مذكر			جمع																Non		
206	عُظْمَى		عظم		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
207	أعْلَمُ		علم		اسم تفضيل			مذكر			مفرد	+ون;عُلْم;مؤ:;عَلْمَاءُ;					Pm										Non	"(أَفْعَلُ التَّفْضيلِ). 1. ""هُوَ أَعْلَمُ مِنْ غَيْرِهِ بِعُلُومِ الفِقْهِ"" : أعْرَفُهُمْ، أَدْرَاهُمْ. 2.""اللَّهُ أعْلَمُ"" : أَيْ هُوَ العَالِمُ بِكُلِّ شَيءٍ."	
208	عُلْم		علم		اسم تفضيل			مذكر			جمع								Tn										
209	عَلْمَاءُ		علم		اسم تفضيل			مذكر			جمع																Non		
210	أَفْخَمُ		فخم		اسم تفضيل			مذكر	فُخْمَى		مفرد	+ون			DnN		Pm										Non	"أَفْخَمُ-أَفْخَمُ [ف خ م] (أَفْعَلُ التَّفْضيلِ). ""مَا رَأ"	
211	أَفَاخِمُ		فخم		اسم تفضيل			مذكر			جمع																Non		
212	فُخْمَى		فخم		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
213	أقْبَحُ		قبح		اسم تفضيل			مذكر	قُبْحَى		مفرد	+ون			DnN		Pm										Non	أقْبَحُ-أقْبَحُ [ق ب ح] (أَفْعَلُ التَّفْضيلِ). 	
214	أَقَابِحُ		قبح		اسم تفضيل			مذكر			جمع																Non		
215	قُبْحَى		قبح		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
216	أقْرأُ		قرء		اسم تفضيل			مذكر	قُرْأَى		مفرد	+ون			Dz		Pm										Non	"أقْرأُ-أقْرأُ [ق ر أ] (أَفْعَلُ التَّفْضيلِ). ""كانَ مِنْ أقْرَإِ الطُّلاَّبِ"": مِنْ أفْصَحِهِمْ قِراءةً أَوْ أَكْثَرهمْ قِراءةً."	
217	أَقَارِئُ		قرء		اسم تفضيل			مذكر			جمع																Non		
218	قُرْأَى		قرء		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
219	أقْرَبُ		قرب		اسم تفضيل			مذكر	قُرْبَى		مفرد	+ون			DnN		Pm										Non	"أقْرَبُ-أقْرَبُ [ق ر ب] (أَفْعَلُ التَّفْضيلِ). 1.""سَيَعودُ فِي أقْرَبِ وَقْتٍ مُمْكِنٍ"" : فِي أقْصَرِ مُهْلَةٍ. 2.""بِأقْرَبَ ما يُمْكِنُ"" : بِأسْرَعَ. 3.""هَذَا أقْرَبُ إلَى الوَاق"	
220	أَقَارِبُ		قرب		اسم تفضيل			مذكر			جمع																Non		
221	قُرْبَى		قرب		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
222	أقْسَى		قسو		اسم تفضيل			مذكر	قُسْوَى		مفرد	+ون			Dy		Pm										Non	"أقْسَى-أقْسَى [ق س و] (أَفْعَلُ التَّفْضيلِ). ""مِنْ أقْسَى النَّاسِ"": مِنْ أصْلَبِهِم، مِنْ أشدِّهِم بَأْساً، مِنْ أقْوَاهُمْ. o ""هُوَ أقْسَى مِنَ الصَّخْرِ""."	
223	أَقَاسِيُ		قسو		اسم تفضيل			مذكر			جمع							Tk									Non		
224	قُسْوَى		قسو		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
225	أكْبَرُ		كبر		اسم تفضيل			مذكر	كُبْرَى		مفرد	+ون;أكَابِرُ;مؤ:;كُبْرَى;كُبْرَيَاتٌ			DnN		Pm										Non	"(أَفْعَلُ التَّفْضيلِ). 1.""أكْبَرُ منِّي بِسَبْعِ سَنَواتٍ"" : عُمْرُهُ يَفُوقُ عُمْرِي... 2.""هُوَ الأكْبَرُ وَأنَا الأصْغَرُ"" : هُوَ البِكْرُ. 3.""اللَّهُ أكْبَرُ"" : الأعْظَمُ، الأَجَلُّ. 4.""هُوَ مِنْ أكَابِرِ القَوْمِ"" : مِنْ شُرَفَائِهِمْ، مِنْ أَعْيَانِهِمْ. 5.""جَرِيدَةٌ مِنْ كُبْرَيَاتِ الصُّحُفِ"" : أكْثَرُهَا مَكَانَةً وانتِشَاراً."	
226	أكَابِرُ		كبر		اسم تفضيل			مذكر			جمع																Non		
227	كُبَرٌ		كبر		اسم تفضيل			مذكر			جمع																Non		
228	كُبْرَى		كبر		اسم تفضيل			مؤنث			مفرد	+ات;كُبَرٌ;مؤنث;أَكْبَر;			Dy	Pf											Non	". 1.""الأُخْتُ الكُبْرَى"" : الأُخْتُ الَّتِي تَكْبُرُكَ. 2.""الثَّوْرَةُ الكُبْرَى"" : الثَّوْرَةُ العُظْمَى. ""الدَّوْلَتَانِ الكُبْرَيَانِ"" ""كُبْرَيَاتُ الصُّحُفِ""."	
229	ألَذُّ		لذذ		اسم تفضيل			مذكر	لُذَّى		مفرد	+ون			DnN		Pm										Non	"ألَذُّ-ألَذُّ [ل ذ ذ] (أَفْعَلُ التَّفْضيلِ). ""إنَّهُ طَعَامٌ مِنْ ألَذِّ مَا أكَلْتُ"" : طَيِّبُ الْمَذَاقِ، لَذِيذٌ جِدّاً. ""العَفْوُ عِنْدَ القَادِرِ ألَذُّ مِنَ الانْتِقَامِ"". (التوحِيدي)."	
230	أَلَاذِذُ		لذذ		اسم تفضيل			مذكر			جمع																Non		
231	لُذَّى		لذذ		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
232	ألْيَنُ		لين		اسم تفضيل			مذكر	لُيْنَى		مفرد	+ون			DnN		Pm										Non	"ألْيَنُ-ألْيَنُ [ل ي ن] (أَفْعَلُ التَّفْضيلِ). ""هُوَ مِنْ ألْيَنِ إِخْوَتِهِ"": أَكْثَرُهُمْ رِقَّةً وَسَمَاحَةً، يَمْتَازُ بِاللُّيُونَةِ وَالنُّعُومَةِ."	
233	أَلَايِنُ		لين		اسم تفضيل			مذكر			جمع																Non		
234	لُيْنَى		لين		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
235	أَمْثَلُ		مثل		اسم تفضيل			مذكر	مُثْلى		مفرد	أَماثِلُ;مؤ:;مُثْلى;مُثْلَيَاتٌ;															Non	"(أَفْعَلُ التَّفْضيلِ). 1.""هُوَ أَمْثَلُ زُمَلاَئِهِ"" : الأفْضَلُ. 2.""أَماثِلُ النَّاسِ"" : خِيارُهُم. 3.""الطَّريقَةُ الْمُثْلى"" : الفُضْلى. ""لاَبُدَّ مِنْ مُراعَاةِ طَريقَةٍ مُثْلى لِتَقْديمِ عَمَلِكَ"". 4.""هُوَ اليَوْمُ الأَمْثَلُ"" : الأَحْسَنُ حالاً."	
236	أَماثِلُ		مثل		اسم تفضيل			مذكر			جمع																Non		
237	مُثْلى		مثل		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
238	أَمَرُّ		مرر		اسم تفضيل			مذكر	مُرَّى		مفرد	مؤ:;مُرَّى;			DnN												Non	"(أَفْعَلُ التَّفْضيلِ). 1.""أَمَرُّ مِنَ الحَنْظَلِ"" : أَكْثَرُ مَرارةً مِنْ... 2.""هُوَ أَمَرُّ عِقْداً مِنْ صاحِبِهِ"" : أيْ أَحْكمُ أَمْراً مِنْهُ وَأَوْفى ذِمَّةً. 3. يُطْلَقُ الأَمَرُّ على الْمَصارِينِ الَّتي يَجْتَمِعُ فيها الفَرْثُ. ن. أَمَرَّانِ."	
239	أَمَارِرُ		مرر		اسم تفضيل			مذكر			جمع																Non		
240	مُرَّى		مرر		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
241	أَمْلَحُ		ملح		اسم تفضيل			مذكر	مُلْحَى		مفرد	+ون			DnN		Pm										Non	"أَمْلَحُ-أَمْلَحُ [م ل ح] (أَفْعَلُ التَّفْضيلِ). ""ما أَمْلَحَ الوَلَدَ"" : ما أَجْمَلَهُ، ما أَحْسَنَهُ، أَيْ هُوَ أَكْثَرُ حُسْناً وَجَمالاً وَصَباحَةً. ""ما أَمْلَحَهُ""."	
242	أَمَالِحُ		ملح		اسم تفضيل			مذكر			جمع																Non		
243	مُلْحَى		ملح		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
244	أَمْيَلُ		ميل		اسم تفضيل			مذكر	مَيْلاءُ		مفرد	+ون;مِيلٌ;مؤ:;مَيْلاءُ;					Pm										Non	"(أَفْعَلُ التَّفْضيلِ). 1.""نَفْسي أَمْيَلُ إِلَيْهِ"" : أَكْثَرُ نُزوعاً وَعَطْفاً وَمَحَبَّةً إِلَيْهِ.أَقيمُوا بَني أُمِّي صُدورَ مَطِيِّكُمْ*فإِنِّي إلى قَوْمٍ سِواكُمْ لأمْيَلُ (الشنفرى). 2.""بِنَاءٌ أَمْيَلُ"" : مائِلٌ، وَهُوَ هُنَا صِفَةٌ."	
245	مِيلٌ		ميل		اسم تفضيل			مذكر			جمع								Tn										
246	مَيْلاءُ		ميل		اسم تفضيل			مؤنث			مفرد																Non		
247	أَنْدَى		ندي		اسم تفضيل			مذكر	نُدْيَا		مفرد	+ون			Dy		Pm										Non	"أَنْدَى-أَنْدَى [ن د ي] (أَفْعَلُ التَّفْضيلِ). ""أَنْدَى رَجُلٍ في الجَماعَةِ"" : أَكْثَرُهُم عَطاءً."	
248	أَنَادِيُ		ندي		اسم تفضيل			مذكر			جمع							Tk									Non		
249	نُدْيَا		ندي		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
250	أَنْسَبُ		نسب		اسم تفضيل			مذكر	نُسْبَى		مفرد	+ون			DnN		Pm										Non	"أَنْسَبُ-أَنْسَبُ [ن س ب] (أَفْعَلُ التَّفْضيلِ). 1.""هَذِهِ المِهْنَةُ أَنْسَبُ لَكَ مِنْ غَيْرِها"" : أَوْفَقُ لكَ، أَكْثَرُ مُلاَءَمَةً لِفِكْرِكَ وَمِزَاجِكَ. 2.""هَذا البَيْتُ أَنْسَبُ مِنْ ذاكَ الَّذِي كُنْتَ تَسْكُنُهُ مِنْ قَبْلُ"" : أَحْسَنُ، أَرْيَحُ، أَوْفَقُ."	
251	أَنَاسِبُ		نسب		اسم تفضيل			مذكر			جمع																Non		
252	نُسْبَى		نسب		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
253	أَنْفَسُ		نفس		اسم تفضيل			مذكر	نُفْسَى		مفرد	+ون			DnN		Pm										Non	"أَنْفَسُ-أَنْفَسُ [ن ف س] (أَفْعَلُ التَّفْضيلِ). ""ثَوْبٌ مِنْ أَنْفَسِ الأثْوابِ الْمَوْجودَةِ في السُّوقِ"" : مِنْ أَجْوَدِ، أَثْمَنِ، أَرْقَى. ""أَنْفَسُ جَوْهَرَةٍ رَأَيْتُها""."	
254	أَنَافِسُ		نفس		اسم تفضيل			مذكر			جمع																Non		
255	نُفْسَى		نفس		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
256	أنْوَأُ		نوء		اسم تفضيل			مذكر	نُوْأَى		مفرد	+ون			Dz		Pm										Non	"أنْوَأُ-أنْوَأُ [ن و أ] (أَفْعَلُ التَّفْضيلِ). ""رَجُلٌ أنْوأُ"" : أعْلَمُ بِالأَنْوَاءِ."	
257	أَنَاوِئُ		نوء		اسم تفضيل			مذكر			جمع																Non		
258	نُوْأَى		نوء		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
259	أَنْوَرُ		نور		اسم تفضيل			مذكر	نُوْرَى		مفرد	+ون			DnN		Pm										Non	"أَنْوَرُ-أَنْوَرُ [ن و ر] (أَفْعَلُ التَّفْضيلِ). 1.""رَجُلٌ أنْوَرُ"" : حَسَنٌ، مُشْرِقُ الوَجْهِ. 2.""هَذَا أنْوَرُ مِنْ ذَاكَ"" : أوْضَحُ، أبْيَنُ. 3.: اِسْمُ عَلَمٍ."	
260	أَنَاوِرُ		نور		اسم تفضيل			مذكر			جمع																Non		
261	نُوْرَى		نور		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
262	أقْصَرُ		قصر		اسم تفضيل			مذكر	قُصْرَى		مفرد	+ون;أقَاصِيرُ;مؤ:;قُصْرَى			DnN		Pm										Non	"ج: أقَاصِيرُ. مؤ: قُصْرَى. (أَفْعَلُ التَّفْضيلِ). 1.""كَانَ أقْصَرَ رَجُلٍ"" : قَاَمتُهُ قَصِيرَةٌ. 2.""قَطَعَ الْمَسَافَةَ فِي أقْصَرِ وَقْتٍ"" : فِي أَقَلِّ وَقْتٍ."	
263	أقَاصِيرُ		قصر		اسم تفضيل			مذكر			جمع																Non		
264	قُصْرَى		قصر		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
265	أخفُّ		خفف		اسم تفضيل			مذكر	خُفَّى		مفرد	+ون			DnN		Pm										Non	"أخفُّ-أخفُّ [خ ف ف] (أَفْعَلُ التفْضِيلِ). 1. ""هَذِه السَّلَّةُ أخَفُّ مِنَ الأُخْرَى"" : أَقَلُّ وَزْناً. 2. ""أَخَفُّ الضَّرَرَيْنِ"" : الأَهْوَنُ وَالأقَلُّ ضَرَرًا."	
266	أَخَافِفُ		خفف		اسم تفضيل			مذكر			جمع																Non		
267	خُفَّى		خفف		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
268	أَرْدَأَ		ردء		اسم تفضيل			مذكر	رُدْأَى		مفرد				Dz												Non	"أَرْدَأَ-أَرْدَأَ [ر د أ] (أفْعَلُ التَّفْضِيل). 1. ""هَذا الطَّبِيخُ مِنْ أَرْدَإِ مَا أَكَلْتُ"" : مِنْ أَسْوَإِ. 2. ""هُوَ أَرْدَأُ خُلُقًا مِنْ صَاحِبِهِ"" : أَرْذَلُ."	
269	أَرَادِئُ		ردء		اسم تفضيل			مذكر			جمع																Non		
270	رُدْأَى		ردء		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
271	أوْسَمُ		وسم		اسم تفضيل			مذكر	وُسْمَى		مفرد	+ون			DnN		Pm										Non	"أوْسَمُ-أوْسَمُ [و س م] (أفْعَلُ التَّفْضِيل). ""مِنْ أوْسَمِ أقْرَانِهِ"": مِنْ أجْمَلِهِمْ، مِنْ أحْسَنِهِمْ."	
272	أَوَاسِمُ		وسم		اسم تفضيل			مذكر			جمع																Non		
273	وُسْمَى		وسم		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
274	أَبْهَى		بهي		اسم تفضيل			مذكر	بُهْيَا		مفرد	+ون			Dy		Pm										Non	"أَبْهَى-أَبْهَى [ب هـ ي] (أفْعَلُ التَّفْضِيلِ).""أَبْهَى وَجْهٍ"": أَجْمَلُ، أَحْسَنُ. ""أَلْطَفُ مِنَ الهَوَاءِ وَأبْهَى مِنَ القَمَرِ"". (التوحيدي)."	
275	أَبَاهِيُ		بهي		اسم تفضيل			مذكر			جمع							Tk									Non		
276	بُهْيَا		بهي		اسم تفضيل			مؤنث			مفرد	+ات			Dy	Pf											Non		
277	أَسْوَأُ		سوء		اسم تفضيل			مذكر	سُوْأَى		مفرد	+ون;مؤ:;سُوْأَى;			Dz		Pm										Non	"(أفْعَلُ التَّفْضِيلِ). 1.""يَسيرُ مِنْ سَيِّىٍء إلى أَسْوَأَ"" : لاَ يُظْهِرُ أَيَّ تَقَدُّمٍ، بَلْ يَتَأَخَّرُ يَوْماً بَعْدَ يَوْمٍ، مِنَ القَبِيحِ إلى ما هُوَ أَقْبَحُ. ""كانَ يَنْتَظِرُ ما هُوَ أَسْوَأُ"". 2.""هُوَ مِنْ أَسْوَإِ ما رَأَيْتُ"" : مِنْ أَرْدَإِ. ""مِنْ أَسْوَإِ خَلْقِ اللَّهِ""."	
278	أَسَاوِئُ		سوء		اسم تفضيل			مذكر			جمع																Non		
