#رقم	مشكول	غيرمشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث 	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض. لف.	ـو	ك	كال	ها	هم	تنون النصب	
30	أعْفَر		أعفر		صفة مشبهة			مذكر	عَفْراء		مفرد	عفْرٌ			DnN												Non	ج: عفْرٌ. مؤ: عَفْراء. (صف). 1. : ما علاه التّراب. 2.: الغَزَال الَّذِي يَعْلو بَيَاضَه حمْرَةٌ.
31	عَفْرَاء		عفر		صفة مشبهة			مؤنث		أَعْفَر	مفرد	عَفْرَاوَاتٌ			Dw					Rw							Non	. 1. : الأَرْض البَيْضَاء. 2. : اللَّيْلَة الثَّالِثَة عَشْرَةَ مِنَ الشَّهْرِ.
32	عُفْرٌ		عفر		صفة مشبهة			مذكر			جمع		أعْفَر						Tn									
33	عَفْرَاوَاتٌ		عفر		صفة مشبهة			مؤنث			جمع		عَفْرَاء						Tn									
34	أبْرَص		برص		صفة مشبهة			مذكر	بَرْصَاء		مفرد	برْصٌ			DnN												Non	"(صف). ""رَجلٌ أَبْرَص"" : مصَابٌ بِالبَرَصِ وَهوَ مَرَضٌ غَيْر معْدٍ يصِيب جِلْدَ الإنْسَانِ. ن. بَرَصٌ ."
35	بَرْصاء		برص		صفة مشبهة			مؤنث		أَبْرَص	مفرد	بَرْصَاوَاتٌ			Dw					Rw							Non	". 1.""حَيَّةٌ بَرْصاء"" : جِلْدها بِهِ لمَع بَياضٍ. 2.""أَرْضٌ بَرْصاء"" : لَمْ يَبْقَ بِها نَباتٌ وَلا زَرْعٌ."
36	بُرْصٌ		برص		صفة مشبهة			مذكر			جمع		أبْرَص						Tn									
37	بَرْصَاوَاتٌ		برص		صفة مشبهة			مؤنث			جمع		بَرْصاء						Tn									
38	بَرْصَى		برص		صفة مشبهة			مؤنث			مفرد	بَرْصَاوَاتٌ															Non	
39	أَبْكَم		بكم		صفة مشبهة			مذكر	بَكْمَاء		مفرد	بكْمٌ			DnN												Non	"(صف). ""وَلَدٌ أَبْكَم"" : أخْرَس، لاَ يَتَكَلَّم."
40	بَكْمَاءُ		بكم		صفة مشبهة			مؤنث			مفرد	بَكْمَاوَاتٌ			Dw					Rw							Non	
41	بُكْمٌ		بكم		صفة مشبهة			مذكر			جمع		أَبْكَم						Tn									
42	بَكْمَاوَاتٌ		بكم		صفة مشبهة			مؤنث			جمع		بَكْمَاءُ						Tn									
43	بَكْمَى		بكم		صفة مشبهة			مؤنث			مفرد	بَكْمَاوَاتٌ															Non	
44	أَبْلَد		بلد		صفة مشبهة			مذكر			مفرد				DnN												Non	"أَبْلَد-أَبْلَد [ب ل د] (صف). ""مِنْ أَبْلَدِ النَّاسِ"" : غَيْر ذَكِيٍّ، بَلِيدٌ، غَبِيٌّ."
45	أَبْلَق		بلق		صفة مشبهة			مذكر	بَلْقَاء		مفرد	بلْقٌ			DnN												Non	"(صف). ""هوَ أَبْلَق"" : فِي لَوْنِهِ سَوَادٌ وَبَيَاضٌ ."
46	بَلْقَاء		بلق		صفة مشبهة			مؤنث		أبْلَق	مفرد	بَلْقَاوَاتٌ			Dw					Rw							Non	"(صف). ""اِمْرَأةٌ بَلْقَاء"" : فِي لَوْنِهَا سَوَادٌ وَبَيَاضٌ."
47	بُلْقٌ		بلق		صفة مشبهة			مذكر			جمع		أَبْلَق						Tn									
48	بَلْقَاوَاتٌ		بلق		صفة مشبهة			مؤنث			جمع		بَلْقَاء						Tn									
49	أَبْلَه		بله		صفة مشبهة			مذكر	بَلْهَاء		مفرد	بلْهٌ			DnN												Non	"(صف). ""هوَ رَجلٌ أَبْلَه"" : مَنْ كَانَ بِعَقْلِهِ ضَعْفٌ، أَحْمَق. """
50	بَلْهَاءُ		بله		صفة مشبهة			مؤنث			مفرد	بَلْهَاوَاتٌ			Dw					Rw							Non	
51	بُلْهٌ		بله		صفة مشبهة			مذكر			جمع		أَبْلَه						Tn									
52	بَلْهَاوَاتٌ		بله		صفة مشبهة			مؤنث			جمع		بَلْهَاءُ						Tn									
53	بَلْهَى		بله		صفة مشبهة			مؤنث			مفرد																Non	
54	أَبْيَض		بيض		صفة مشبهة			مذكر	بَيْضَاء		مفرد	بيضٌ			DnN												Non	"(صف). 1.""يَرْتَدِي قمِيصاً أَبْيَضَ"" : مَا كَان لَوْنه البَيَاضَ، لَوْن البَيْضَةِ وَالحَلِيبِ وَالثَّلْجِ. 2.""كَانَ مَوْته مَوْتاً أَبْيَضَ"": الْمَوْت الفجَائِيّ الَّذِي يَأْتي فَجْأَةً. 3.""بَدَأَ الخَيْط الأَبْيَض يَنْبَلِج مِن وَسَطِ السَّوَادِ"" : بَيَاض الفَجْرِ وَأَشِعَّته. 4.""اليَد البَيْضَاء"" : الإِنْعَام، الإحْسَان. 5. ""وَانْتَهَتِ الْمَعَارِك بِالسِّلاَحِ الأَبْيَضِ"" : بِالسَّكَاكِينِ وَالسّيوفِ. 6. ""كَانَ سَمَرنَا فِي لَيْلَةٍ بَيْضَاءَ"" : فِي لَيْلَةٍ مقْمِرَةٍ. 7. ""هوَ أَبْيَض الوَجْهِ"": متَهَلِّلٌ، نَقِىّ السَّرِيرَةِ لاَ عيوبَ فِيهِ. ""عَرَفْته أَبْيَضَ لاَ عَيْبَ فِيهِ""."
55	بَيْضاء		بيض		صفة مشبهة			مؤنث	بَيْضَاوَاتٌ	أبيض	مفرد	بِيضٌ			Dw					Rw							Non	". 1.""وَرَقَةٌ بَيْضاء"" : ما كانَ لَوْنه لَوْنَ الحَلِيبِ أو الثَّلْجِ. 2.""لَمْ يَكنْ يَرَى إِلاَّ سَراباً وَأَرْضاً بَيْضاءَ"" : أَرْضاً قاحِلَةً، لاَ زَرْعَ فِيها. 3.""كانَتْ لَه اليَد البَيْضاء على أَبْناءِ قَوْمِهِ"" : النِّعْمَة وَالإِحْسان دونَ مَنٍّ. 4.""كَانَتْ صَحيفَته بَيْضاءَ، لا أَحَدَ يشير إِلَيْهِ بِسوءٍ أَوْ لَوْمٍ"" : يَتَمَتَّع بِسمْعَةٍ طَيِّبَةٍ وَاحْتِرامٍ. 5.""قَضَى لَيْلَةً بَيْضاءَ أَمْسِ"" : الليلة ال"
56	بُيْضٌ		بيض		صفة مشبهة			مذكر			جمع		أَبْيَض						Tn									
57	بَيْضَاوَاتٌ		بيض		صفة مشبهة			مؤنث			جمع		بَيْضاء						Tn									
58	أَجْذَم		جذم		صفة مشبهة			مذكر	جَذْمَاء		مفرد	جذْمٌ;جَذْمَى			DnN												Non	"(صف) 1.""هوَ أجْذَم "": مصَابٌ بِدَاءِ الجذَامِ. 2.""رَجلٌ أَجْذَم"": مَقْطوع اليَدِ أَوْ أَطْرَافِ الأصَابِع."
59	جَذْمَاءُ		جذم		صفة مشبهة			مؤنث			مفرد	جَذْمَاوَاتٌ			Dw					Rw							Non	
60	جُذْمٌ		جذم		صفة مشبهة			مذكر			جمع		أَجْذَم						Tn									
61	جَذْمَاوَاتٌ		جذم		صفة مشبهة			مؤنث			جمع		جَذْمَاءُ						Tn									
62	جَذْمَى		جذم		صفة مشبهة			مؤنث			مفرد																Non	
63	أَجْرَب		جرب		صفة مشبهة			مذكر	جَرْبَاء		مفرد	جرْبٌ			DnN												Non	"(صف). ""رَجلٌ أجْرَب"" : مصَابٌ بِدَاءِ الجَرَبِ"
64	جَرْبَاء		جرب		صفة مشبهة			مؤنث		أَجْرَب	مفرد	جَرْبَاوَاتٌ			Dw					Rw							Non	"(صف). 1.""كَلْبَةٌ جَرْبَاء"": مصَابَةٌ بِدَاءِ الجَرَبِ. 2.""أَرْضٌ جَرْبَاء"" : أَرْضٌ بورٌ لاَ تنْبِت زَرْعاً."
65	جُرْبٌ		جرب		صفة مشبهة			مذكر			جمع		أَجْرَب						Tn									
66	جَرْبَاوَاتٌ		جرب		صفة مشبهة			مؤنث			جمع		جَرْبَاء						Tn									
67	جَرْبَى		جرب		صفة مشبهة			مؤنث			مفرد																Non	
68	أَجْرَد		جرد		صفة مشبهة			مذكر	جَرْدَاء		مفرد	جرْدٌ			DnN												Non	"(صف). 1.""رَجلٌ أَجْرَد"" : لاَ شَعْرَ عَلَى جَسَدِهِ. 2.""تَسَلَّقَ صَخْرَةً جَرْدَاءَ"" : مَلْسَاءَ."
69	جَرْدَاء		جرد		صفة مشبهة			مؤنث		أَجْرَد	مفرد	جَرْدَاوَاتٌ			Dw					Rw							Non	"(صف). ""مِنْطَقَةٌ لاَ توجَد بِهَا إِلاَّ الصّخور الجَرْدَاء"" : خَالِيَةٌ إِلاَّ مَا كَانَ مِنَ الصّخورِ الْمَلْسَاءِ."
70	جُرْدٌ		جرد		صفة مشبهة			مذكر			جمع		أَجْرَد						Tn									
71	جَرْدَاوَاتٌ		جرد		صفة مشبهة			مؤنث			جمع		جَرْدَاء						Tn									
72	أجَشّ		جشش		صفة مشبهة			مذكر	جَشَّاء		مفرد	جشٌّ			DnN												Non	"(صف). ""لاَ يحْسِن الغِنَاءَ لأَنَّ صَوْتَه أَجَشّ"" : غَلِيظ الصَّوْتِ. ""تغَنِّي بِصَوْتٍ أجَشَّ"" ""فَرَسٌ أَجَشّ"" ""رَعْدٌ أَجَشّ""."
73	جَشْاَء		جشش		صفة مشبهة			مؤنث			مفرد	جَشَّاوَاتٌ			Dw					Rw							Non	
74	جُشٌّ		جشش		صفة مشبهة			مذكر			جمع		أجَشّ						Tn									
75	جَشَّاوَاتٌ		جشش		صفة مشبهة			مؤنث			جمع		جَشْاَء						Tn									
76	أجْوَف		جوف		صفة مشبهة			مذكر	جَوْفَاء		مفرد	جوفٌ			DnN												Non	"(صف). 1.""صِهْرِيجٌ أجْوَف"": عَمِيقٌ وَذو جَوْفٍ وَاسِعٍ. 2. ""فِعْلٌ أجْوَف""، أَيْ مَا كَانَ عَيْنه حَرْفَ عِلَّةٍ : قالَ، سَارَ، بَاعَ، طَار، نَامَ."
77	جَوْفَاءُ		جوف		صفة مشبهة			مؤنث			مفرد	جَوْفَاوَاتٌ			Dw					Rw							Non	
78	جُوْفٌ		جوف		صفة مشبهة			مذكر			جمع		أجْوَف						Tn									
79	جَوْفَاوَاتٌ		جوف		صفة مشبهة			مؤنث			جمع		جَوْفَاءُ						Tn									
80	أَحْدَب		حدب		صفة مشبهة			مذكر	حَدْبَاء		مفرد	حدْبٌ			DnN												Non	"(صف). ""ولِدَ هَذَا الرَّجل أَحْدَبَ"" : مَنْ يَمِيل ظَهْره إِلَى أَعْلاَه كَأنَّه يَحْمِل صرَّةً، أَيْ فَوْقَ ظَهْرِهِ حَدَبَةٌ."
81	حَدْباء		حدب		صفة مشبهة			مؤنث		أَحْدَب	مفرد	حَدْبَاوَاتٌ			Dw					Rw							Non	". 1.""اِمْرَأَةٌ حَدْباء"" : مَنْ عَلاَ ظَهْرها وَدَخَلَ صَدْرها. 2.""سَنَةٌ حَدْباء"" : قاحِطَةٌ، سَنَة جَفافٍ."
82	حُدْبٌ		حدب		صفة مشبهة			مذكر			جمع		أَحْدَب						Tn									
83	حَدْبَاوَاتٌ		حدب		صفة مشبهة			مؤنث			جمع		حَدْباء						Tn									
84	حَدْبَى		حدب		صفة مشبهة			مؤنث			مفرد	حَدْبَاوَاتٌ															Non	
85	أَحْرَش		حرش		صفة مشبهة			مذكر	حَرْشَاء		مفرد	حرْشٌ			DnN												Non	"(صف). ""مَا يَزَال الجِلْد أَحْرَشَ"" : غلِيظاً خَشِناً."
86	حَرْشَاءُ		حرش		صفة مشبهة			مؤنث			مفرد	حَرْشَاوَاتٌ			Dw					Rw							Non	
87	حُرْشٌ		حرش		صفة مشبهة			مذكر			جمع		أَحْرَش						Tn									
88	حَرْشَاوَاتٌ		حرش		صفة مشبهة			مؤنث			جمع		حَرْشَاءُ						Tn									
89	أحْمَر		حمر		صفة مشبهة			مذكر	حَمْرَاء		مفرد	حمْر			DnN												Non	"(صف). 1. ""لَبِسَ قَمِيصًا أحْمَرَ"" : مَا كَان لَوْنه الحمْرَة، مَا يشْبِه الدَّمَ. 2. ""لَوْن كسْوَتِهَا أحْمَر قَاتِمٌ"" : حمْرَتهَا قَاتِمَةٌ. 3. ""وَضَعَتِ الْمَرْأَة أحْمَرَ الشِّفَاهِ عَلَى شَفَتَيْهَا"": مَسْحوقٌ لِلزِّينَةِ."
90	حَمْرَاء		حمر		صفة مشبهة			مؤنث		أَحْمَرَ	مفرد	حَمْرَاوَاتٌ			Dw					Rw							Non	". 1. ""اِرْتَفَعَتِ الرَّايَات الحمْر"" : الرَّايَات الْمَصْبوغَة بِاللَّوْنِ الأحْمَرِ. 2. ""سَنَةٌ حَمْرَاء"" : قَاحِلَةٌ لاَ زَرْعَ وَلاَ نَبَاتَ فيها. 3.""اِنْتَشَرَتْ بقَعٌ حمْرٌ فِي جِسْمِهِ"" : نقَطٌ محَمَّرَةٌ بِلَوْنِ الدَّمِ. ""كَانَتِ النِّسَاء وَالفَتَيَات مخْتَلِفَاتِ السِّنِّ وَاللَّوْنِ، فِيهِنَّ الحَمْرَاوَات وَالسَّوْدَاوَات"" (ع. غلاب). 4. ""لَيْلَةٌ حَمْراء"" : لَيْلَةٌ مَاجِنَةٌ. 5. ""الأَشِعَّة تحْتَ الحَمْرَاءِ"" : الأشِعَّة غَيْر الْمَرْئِيَّةِ."
91	حُمْرٌ		حمر		صفة مشبهة			مذكر			جمع		أحْمَر						Tn									
92	حَمْرَاوَاتٌ		حمر		صفة مشبهة			مؤنث			جمع		حَمْرَاء						Tn									
93	أحْمَق		حمق		صفة مشبهة			مذكر	حَمْقَاء		مفرد	حمْق;حَمْقَى			DnN												Non	"(صف). ""إنه أَحْمَق الحَيِّ "" : رَجلٌ قَلِيل العَقْلِ فَاسِد الرَّأْيِ، يَأْتِي بِأعْمَالٍ لاَ مَعْنَى لَهَا. ""نَظَرَ بَعْض الحكَمَاءِ إِلَى أَحْمَقَ عَلَى حَجَرٍ فَقَالَ: حَجَرٌ عَلَى حَجَرٍ""(الأبشيهي) ""يَتَصَرَّف تَصَرّفَ الغَبِيّ الأَحْمَقِ"" ""كل مَنْ رَآها يَعْتَقِد أنَّهَا حَمْقَاء""."
94	حَمْقَاء		حمق		صفة مشبهة			مؤنث		أَحْمَق	مفرد	حَمْقَاوَاتٌ			Dw					Rw							Non	". 1.""اِمْرَاةٌ حَمْقَاء"" : بِنْت حمْقٍ. 2. ""البَقْلَة الحَمْقَاء"" (نب).: نَبَاتٌ عشْبِيٌّ لَحْمِيٌّ مِنْ فَصِيلَةِ الرِّجْلِيَّاتِ."
95	حُمْقٌ		حمق		صفة مشبهة			مذكر			جمع		أحْمَق						Tn									
96	حَمْقَاوَاتٌ		حمق		صفة مشبهة			مؤنث			جمع		حَمْقَاء						Tn									
97	حَمْقَى		حمق		صفة مشبهة			مؤنث			مفرد	حَمْقَاوَاتٌ															Non	
98	أَحْوَر		حور		صفة مشبهة			مذكر	حَوْرَاء		مفرد	حورٌ			DnN												Non	"(صف). ""وَلَدٌ أَحْوَر"" : وَلدٌ اشْتَدَّ بَيَاض بَيَاضِ عَيْنَيْهِ مَعَ سَوَادِ سَوَادِهِمَا. ""اِمْرَأَةٌ حَوْرَاء""."
99	حَوْرَاء		حور		صفة مشبهة			مؤنث			مفرد	حورٌ			Dw					Rw							Non	". 1. ""اِمْرَأةٌ حَوْرَاء"" : بَيْضَاء. 2. ""عَيْنٌ حَوْرَاء"" : إذَا اشْتَدَّ بَيَاض بَيَاضِهَا وَسَواد سَوَادِهَا."
100	حُوْرٌ		حور		صفة مشبهة			مذكر			جمع		أَحْوَر						Tn									
101	حَوْرَاوَاتٌ		حور		صفة مشبهة			مؤنث			جمع		حَوْرَاء						Tn									
102	أحْوَل		حول		صفة مشبهة			مذكر	حَوْلاَء		مفرد	حولٌ			DnN												Non	"(صف). ""وَلَدٌ أحْوَل"" : مَنْ كَان بعَيْنَيْهِ حَوَلٌ منْذ صِغَرِه، أيْ عَيْنَاه تَنْظرَانِ فِي اتِّجَاهَيْنِ فِي آنٍ وَاحِدٍ."
103	حَوْلاَء		حول		صفة مشبهة			مؤنث		أَحْوَل	مفرد	حَوْرَاوَاتٌ			Dw					Rw							Non	.: مَنْ بِهَا حَوَلٌ.
104	حُوْلٌ		حول		صفة مشبهة			مذكر			جمع		أحْوَل						Tn									
105	حَوْلَاوَاتٌ		حول		صفة مشبهة			مؤنث			جمع		حَوْلاَء						Tn									
106	حَوْلَى		حول		صفة مشبهة			مؤنث			مفرد	حَوْلَاوَاتٌ															Non	
107	أخرَس		خرس		صفة مشبهة			مذكر	خَرْسَاء		مفرد	خرْسٌ			DnN												Non	"(صف). 1. ""وَلَدٌ أخْرَس"" : مَنِ انْعَقَدَ لِسَانه عَنِ الكَلاَمِ، الأَبْكَم. 2. ""مَرَّتْ سَحَاب"
108	خَرْسَاء		خرس		صفة مشبهة			مؤنث		أخْرَسَ	مفرد	خَرْسَاوَاتٌ			Dw					Rw							Non	". ""ولِدَتْ خَرْسَاءَ"" : مَعْقودٌ لِسَانهَا، لاَ تَنْطِق ."
109	خُرْسٌ		خرس		صفة مشبهة			مذكر			جمع		أخرَس						Tn									
110	خَرْسَاوَاتٌ		خرس		صفة مشبهة			مؤنث			جمع		خَرْسَاء						Tn									
111	خَرْسَى		خرس		صفة مشبهة			مؤنث			مفرد	خَرْسَاوَاتٌ															Non	
112	أَخْشَن		خشن		صفة مشبهة			مذكر	خَشْنَاء		مفرد	خشْنٌ			DnN												Non	"(صف). 1. ""رَجلٌ أخْشَن"" : دَمِيم الحَالِ. 2.""هوَ أخْشَن الجَانِبِ"" : صَعْبه، لاَ يطَاق. 3.""كَتِيبَةٌ خَشْنَاء"" : كثِيرَة السِّلاَحِ. "
113	خَشْنَاءُ		خشن		صفة مشبهة			مؤنث			مفرد	خَشْنَاوَاتٌ			Dw					Rw							Non	
114	خُشْنٌ		خشن		صفة مشبهة			مذكر			جمع		أَخْشَن						Tn									
115	خَشْنَاوَاتٌ		خشن		صفة مشبهة			مؤنث			جمع		خَشْنَاءُ						Tn									
116	أَخْضَرُ		خضر		صفة مشبهة			مذكر	خَضْرَاء		مفرد	خضْرٌ			DnN												Non	"(صف). 1. ""يَحْمِل كِتَاباً لَوْن غِلافِهِ أَخْضَر"" : لَوْنه لَوْن الخضْرَةِ. ""لَمْ تَكنْ تَرَى إِلاَّ الأَرَاضِيَ الخضْرَ"" : أَيْ مَكْسوَّةً بِالنَّبَاتَاتِ. 2. ""أَتَتِ النار عَلَى الأَخْضَرِ وَاليَابِسِ"" : أَهْلَكَتْ، أَتْلَفَتْ كلَّ شَيْءٍ . 3. ""حَاوَلَ أَنْ يشْعِل النَّارَ فِي شَجَرَةٍ خَضْرَاءَ"" : طَريَّة."
117	خَضْرَاء		خضر		صفة مشبهة			مؤنث		أَخْضَر	مفرد	خَضْرَاوَاتٌ			Dw					Rw							Non	". 1. ""لَمْ نَكنْ نَرَى إِلاَّ الخَضْرَاءَ بِمخْتَلِفِ الحقولِ"" : خضَر البقولِ، وَهِيَ أَنْوَاع النَّبَاتَاتِ العشْبِيَّةِ الَّتِي يَغْتَذِي الإِنْسَان بِهَا. "" تَجَنَّبوا مِنْ خَضْرَائِكمْ ذَوَاتَ الرِّيحِ"" : يَعْنِي الثّـومَ والبَصَلَ. 2.""القبَّة الخَضْراء"" : السَّماء. 3.""اِنْتَشَرَ جنْد الخَضْرَاءِ فِي البِقَاعِ"" : الكَتِيبَة العَظِيمَة يَعْلوهَا سَوَاد الحَدِيدِ. 4.""خَضْرَاء الدِّمَنِ"" : يكَنَّى بِهَا "
118	خُضْرٌ		خضر		صفة مشبهة			مذكر			جمع		أَخْضَرُ						Tn									
119	خَضْرَاوَاتٌ		خضر		صفة مشبهة			مؤنث			جمع		خَضْرَاء						Tn									
120	أَدْهَم		دهم		صفة مشبهة			مذكر	دَهْمَاء		مفرد	دهْمٌ			DnN												Non	"(صف). ""جَوَادٌ أَدْهَم"" : أَسْوَد. ""وَصَلَ الخَبير عَلَى ظَهْرِ جوادٍ أدْهَمَ"".(أحمد التوفيق)."
121	دَهْمَاءُ		دهم		صفة مشبهة			مؤنث			مفرد	دَهْمَاوَاتٌ			Dw					Rw							Non	
122	دُهْمٌ		دهم		صفة مشبهة			مذكر			جمع		أَدْهَم						Tn									
123	دَهْمَاوَاتٌ		دهم		صفة مشبهة			مؤنث			جمع		دَهْمَاءُ						Tn									
124	أَذْقَن		ذقن		صفة مشبهة			مذكر	ذَقْنَاءُ		مفرد	ذقْنٌ			DnN												Non	"(صف). ""رَجلٌ أَذْقَن"" : طَوِيل الذَّقَنِ."
125	ذَقْنَاءُ		ذقن		صفة مشبهة			مؤنث			مفرد	ذَقْنَاوَاتٌ			Dw					Rw							Non	
126	ذُقْنٌ		ذقن		صفة مشبهة			مذكر			جمع		أَذْقَن						Tn									
127	ذَقْنَاوَاتٌ		ذقن		صفة مشبهة			مؤنث			جمع		ذَقْنَاءُ						Tn									
128	أَرْقَش		رقش		صفة مشبهة			مذكر	رَقْشَاء		مفرد	رقْشٌ			DnN												Non	"(صف). ""حَيَوَانٌ أَرْقَش"": منَقَّطٌ بِسَوَادٍ وَبَيَاضٍ. ""حَيَّةٌ رَقْشَاء"" ."
129	رَقْشاء		رقش		صفة مشبهة			مؤنث		أَرْقَش	مفرد	رَقْشَاوَاتٌ			Dw					Rw							Non	". ""حَيَّةٌ رَقْشاء"" : الحَيَّة الْمنَقَّطَة بِسَوادٍ وَبَياضٍ."
130	رُقْشٌ		رقش		صفة مشبهة			مذكر			جمع		أَرْقَش						Tn									
131	رَقْشَاوَاتٌ		رقش		صفة مشبهة			مؤنث			جمع		رَقْشاء						Tn									
132	أَرْقط		رقط		صفة مشبهة			مذكر	رَقْطَاء		مفرد	رقْطٌ			DnN												Non	"(صف). ""حَيَوَانٌ أَرْقَط"" : جِلْده مرَكَّبٌ مِنْ لَوْنَيْنِ، إِمَّا بِهِ بَيَاضٌ تخَالِطه نقَطٌ سودٌ أَوْ عَكْس ذَلِكَ. ""حَيَّة رَقْطَاء""."
133	رَقْطَاءُ		رقط		صفة مشبهة			مؤنث			مفرد	رَقْطَاوَاتٌ			Dw					Rw							Non	
134	رُقْطٌ		رقط		صفة مشبهة			مذكر			جمع		أَرْقط						Tn									
135	رَقْطَاوَاتٌ		رقط		صفة مشبهة			مؤنث			جمع		رَقْطَاءُ						Tn									
136	أَزْرَق		زرق		صفة مشبهة			مذكر	زَرْقَاء		مفرد	زرْقٌ			DnN												Non	"(صف). ""تَأَمَّلْ لَوْنَ السَّمَاءِ، إِنَّه أَزْرَق"" : مَا كَانَ لَوْنه الزّرْقَةَ. ""دَخَلَ العمَّال بِبِذْلَتِهِم الزَّرْقَاءِ""."
137	زَرْقاء		زرق		صفة مشبهة			مؤنث		أَزْرَق	مفرد	زَرْقَاوَاتٌ			Dw					Rw							Non	". 1.""كانَتِ السَّماء زَرْقاءَ"" : لَوْنها أَزْرَق زرْقَةَ السَّمَاءِ، صافِيَة الأَديمِ. 2.""نَظَرَ إلى الزَّرْقاءِ، القبَّةِ الزَّرْقَاءِ"" : السَّماءِ. 3.""تَناوَلَ الزَّرْقاءَ"" : الْخَمْرَ. 4.""الرِّجال الزّرْق"" : صِفَةٌ تطْلَق على بَعْضِ سكَّانِ الصَّحْراءِ وَمَنْ يَلْبَس مِنْهمْ أَلْبِسَةً زَرْقاءَ."
138	زُرْقٌ		زرق		صفة مشبهة			مذكر			جمع		أَزْرَق						Tn									
139	زَرْقَاوَاتٌ		زرق		صفة مشبهة			مؤنث			جمع		زَرْقاء						Tn									
140	أَزْعَر		زعر		صفة مشبهة			مذكر	زَعْرَاء		مفرد	زعْرٌ			DnN												Non	"(صف). ""رَجلٌ أَزْعَر"" : قَلِيل الشَّعَرِ متَفَرِّقه.الأَزْعَر : القليل الشَّعر المتفرقه؛ يبحث الأزعر عن علاج لشعره علّه يزداد ويكثف مؤزَعْراء ج زعْرٌ. "
141	زَعْرَاءُ		زعر		صفة مشبهة			مؤنث			مفرد	زَعْرَاوَاتٌ			Dw					Rw							Non	
142	زُعْرٌ		زعر		صفة مشبهة			مذكر			جمع		أَزْعَر						Tn									
143	زَعْرَاوَاتٌ		زعر		صفة مشبهة			مؤنث			جمع		زَعْرَاءُ						Tn									
144	زَعْرَى		زعر		صفة مشبهة			مؤنث			مفرد	زَعْرَاوَاتٌ															Non	
145	أشْرَس		شرس		صفة مشبهة			مذكر	شَرْساء		مفرد	شرْسٌ			DnN												Non	"(صف). ""النَّمِر أَشْرَس الحَيَواناتِ"" : أَعْنَفها."
146	شَرْسَاءُ		شرس		صفة مشبهة			مؤنث			مفرد	شَرْسَاوَاتٌ			Dw					Rw							Non	
147	شُرْسٌ		شرس		صفة مشبهة			مذكر			جمع		أشْرَس						Tn									
148	شَرْسَاوَاتٌ		شرس		صفة مشبهة			مؤنث			جمع		شَرْسَاءُ						Tn									
149	أَشْعَث		شعث		صفة مشبهة			مذكر	شَعْثاء		مفرد	شعْثٌ			DnN												Non	"(صف). ""أَشْعَث الشَّعْرِ"": مغْبَرٌّ، متَلَبِّدٌ."
150	شَعْثَاءُ		شعث		صفة مشبهة			مؤنث			مفرد	شَعْثَاوَاتٌ			Dw					Rw							Non	
151	شُعْثٌ		شعث		صفة مشبهة			مذكر			جمع		أَشْعَث						Tn									
152	شَعْثَاوَاتٌ		شعث		صفة مشبهة			مؤنث			جمع		شَعْثَاءُ						Tn									
153	شَعْوَاء		شعو		صفة مشبهة			مؤنث			مفرد	شعواوات;شعواءات			DwDz												Non	"شَعْوَاء-شَعْوَاء [ش ع و] (صف). 1.""شَنَّ عَلَيْهِ حَرْباً شَعْوَاءَ"": حَرْباً عَنِيفَةً مِنْ كلِّ جِهَةٍ. ""غَارَةٌ شَعْوَاء"". 2.""شَجَرَةٌ شَعْوَاء"" : منْتَشِرَة الأَغْصَانِ."
154	شَعْوَاوَاتٌ		شعو		صفة مشبهة			مؤنث			جمع		شَعْثَاوَاتٌ						Tn									
155	شَعْوَاءَاتٌ		شعو		صفة مشبهة			مؤنث			جمع		شَعْوَاء						Tn									
156	أَشْقَر		شقر		صفة مشبهة			مذكر	شَقْراء		مفرد	شقْرٌ			DnN												Non	"(صف). ""كانَ أَشْقَرَ اللَّوْنِ"" : مَنْ يَميل لَوْنه إلى الشّقْرَةِ، أَيْ مَنْ كانَتْ بَشَرَته حَمْراءَ، تَميل إلى البَياضِ مَعَ شَعْرٍ مذَهَّبٍ ناصِعٍ. ""كانَ مِنْ بَيْنِ السّيَّاحِ فَتاةٌ شَقْراء""."
157	شَقْرَاء		شقر		صفة مشبهة			مؤنث		أَشْقَر 	مفرد	شَقْرَاوَاتٌ			Dw					Rw							Non	"(صف). ""شَقْرَاء مِنْ بِلاَدِ الْغَرْبِ"" : مَنْ كَانَ لَوْن شَعْرِهَا يَمِيل إِلَى صفْرَةٍ ذَهَبِيَّةٍ، كَمَا تطْلَق هَذِهِ الصِّفَة عَلَى مَنْ تَخَلَّلَ بَيَاضَ جِسْمِهِ حمْرَةٌ صَافِيَةٌ."
158	شُقْرٌ		شقر		صفة مشبهة			مذكر			جمع		أَشْقَر						Tn									
159	شَقْرَاوَاتٌ		شقر		صفة مشبهة			مؤنث			جمع		شَقْرَاء						Tn									
160	أَشَلّ		شلل		صفة مشبهة			مذكر	شَلاَّء		مفرد	شلٌّ			DnN												Non	"(صف). ""رَجلٌ أَشَلّ"" : مصابٌ في عضْوٍ مِنْ أَعْضائِهِ بِالشَّلَلِ يَجْعَله عاجِزاً عَنِ الحَرَكَةِ. ""يَدٌ شَلاَّء""."
