#رقم	مشكول	غيرمشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
1698	وَطِيءٌ		وطء	فَعِيلٌ	صيغة			مذكر			مفرد	+ون;			Dz		Pm		Tn									"وَطِيءٌ-وَطِيءٌ، ةٌ [و ط أ] (صيغة فَعِيلٌ). 1.""سَهْلٌ وَطِيءٌ"" : مُنْخَفِضٌ. 2.""سَرِيرٌ وَطِيءٌ"" : لَيِّنٌ، نَاعِمٌ."
1699	وَطِيئَةٌ		وطء	فعيلة	صيغة			مذكر			مفرد								Tn									
1700	نَزِيهٌ		نزه	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;نُزَهَاءُ;نَزِيهَاتٌ;		Ta	DnN	Pf	Pm		Tn									"(صيغة فَعيل)1.""نَزِيهٌ فِي أَحْكَامِهِ"" : مَنْ كَانَتْ أَحْكَامُهُ بَعِيدَةً عَنِ التَّحَيُّزِ وَتَتَّسِمُ بِالْمَوْضُوعِيَّةِ. ""قَاضٍ نَزِيهٌ"" ""نَقَدَ بَعْضَ آرَائِهِمْ نَقْداً عَقْلِيّاً نَزِيهاً"". 2.""مَكَانٌ نَزِيهٌ"" : مَكَانٌ حَسَنُ الْمُنَاخِ نَقِيُّ الْهَوَاءِ."
1702	نَقِيعٌ		نقع	فَعيل	صيغة			مذكر			مفرد	+ات;أَنْقِعَةٌ;		Ta	DnN	Pf			Tn									"(صيغة فَعيل) 1. : شَرَابٌ يُنْقَعُ فِيهِ الزَّبِيبُ وَغَيْرُهُ ثُمَّ يُصَفَّى وَيُشْرَبُ. 2.""مَاءٌ نَقِيعٌ"" : عَذْبٌ بَارِدٌ. 3.""دَوَاءٌ نَقِيعٌ"" : نَاجِعٌ. 4.""سُمٌّ نَقِيعٌ"" : نَاقِعٌ، قَاتِلٌ."
1704	بَطِينٌ		بطن	فعيل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"بَطِينٌ-بَطِينٌ [ب ط ن] (صيغة فعيل). 1.""كِيسٌ بَطِينٌ"" : مَلآنُ. 2.""رَجُلٌ بَطِينٌ"" : عَظِيمُ الْبَطْنِ. 3.""شَيْءٌ بَطِينٌ"" : بَعِيدٌ."
1705	رَكيبٌ		ركب	فعيل	صيغة			مذكر			مفرد	رُكُبٌ;							Tn									"(صيغة فعيل) 1.""جاءَ رَكيباً"" : راكِباً. 2.""كَانَ رَكيبَهُ"" : أيْ كَانَ رَاكِباً مَعَهُ. 3.""شَيْءٌ رَكيبٌ"" : مُرَكَّبٌ في شَيْءٍ. 4. : مَزْرَعَةٌ. 5.""نَخْلٌ رَكيبٌ"" : نَخْلٌ غُرِسَ صَفّاً على جَدْوَلٍ أَوْ غَيْرِهِ. 6.""أَرْضٌ رَكيبَةٌ"" : قِطْعَةٌ مِنَ الأَرْضِ تُرْفَعُ أَطْرافُها وَتُصْلَحُ للزَّرْعِ. 7. : ما بَيْنَ البَساتِينِ مِنَ النَّخْلِ والكَرْمِ."
1706	سَخِينٌ		سخن	فعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"سَخِينٌ-سَخِينٌ [س خ ن] (صيغة فعيل). 1. ""اِغْتَسَلَ بِمَاءٍ سَخِينٍ"" : بِمَاءٍ دَافِئٍ. 2.""بَكَى بِدَم"
1707	سَقِيطٌ		سقط	فعيل	صيغة			مذكر			مفرد	+ون;+ات;سُقُطٌ;سَقَائِطُ;		Ta	DnN	Pf	Pm		Tn									"(صيغة فعيل). 1. ""وَلَدٌ سَقِيطٌ"" : سَاقِطٌ. 2. ""غَمَرَ السَّقِيطُ الأرْضَ"" : النَّدَى، أوِ الجَلِ"
1710	بَشيرٌ		بشر	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;بُشَراءُ;		Ta	DnN	Pf	Pm		Tn									"(صيغةُ فَعِيل). 1.""جاءهُ بَشيرُ الخَيْرِ"" : مُبَلِّغُ البُشْرَى. الأعراف آية 1"
1713	حَرِيصٌ		حرص	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;حُرَصَاءُ;حَرَائِصُ;		Ta	DnN	Pf	Pm		Tn									"(صيغةُ فَعِيل). ""حَرِيصٌ عَلَى صَدَاقَتِهِ"" : شَدِيدُ التَّمَسُّكِ بِهَا، ذُو حِرْصٍ. 2. ""حَرِيصَةٌ عَلَى شَرَفِهَا"" : مُتَمَسِّكَةٌ بِشَرَفِهَا. ""حَ"
1716	دَرِيمٌ		درم	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"دَرِيمٌ-دَرِيمٌ [د ر م] (صيغةُ فَعيل). ""وَلَدٌ دَريمٌ"" : سَمِينٌ نَاعِمٌ."
1717	شَجِيرٌ		شجر	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"شَجِيرٌ-شَجِيرٌ، ةٌ [ش ج ر] (صِيغَةُ فَعِيل لِلْمُبَالَغَةِ). ""حَقْلٌ شَجِيرٌ"" : كَثِيرُ الشَّجَرِ."
1718	طَهِيرٌ		طهر	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"طَهِيرٌ-طَهِيرٌ [ط هـ ر] (صِيغَةُ فَعِيل لِلْمُبَالَغَةِ). ""رَجُلٌ طَهِيرٌ"": طَاهِرٌ."
1719	قَدِيرٌ		قدر	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"قَدِيرٌ-قَدِيرٌ [ق د ر] (صِيغَةُ فَعِيل لِلْمُبَالَغَةِ). ""هُوَ اللَّهُ القَدِيرُ عَلَى كُلِّ شَيْءٍ"" "
1720	وَبِيءٌ		وبء	فَعِيل	صيغة			مذكر			مفرد	+ون;		Ta	DnN	Pf			Tn			ـو						"وَبِيءٌ-وَبِيءٌ، ةٌ [و ب أ] (صِيغَةُ فَعِيل لِلْمُبَالَغَةِ). ""بَلَدٌ وَبِيءٌ"": أَيْ بَلَدٌ كَثُرَ فِيهِ الوَبَاءُ. ""صَارَتْ شَوَارِعُ الْمَدِينَةِ وَبِيئَةً وَعَمَّ الفَسَادُ""."
1721	وَبِيئَةٌ		وبء	فعيلة	صيغة			مذكر			مفرد	+ات;			DnN	Pf			Tn									
1722	وَبِيلٌ		وبل	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"وَبِيلٌ-وَبِيلٌ، ةٌ [و ب ل] (صِيغَةُ فَعِيل لِلْمُبَالَغَةِ). 1.""دَاءٌ وَبِيلٌ"" : دَاءٌ شَدِيدُ الوَطْأَةِ. 2.""طَعَامٌ وَبِيلٌ"" : طَعَامٌ يُخَافُ سُوءُ عاَقِبَتِهِ.3.المزمل آية 16فَأَخَذْنَاهُمْ أَخْذاً وَبِيلاً ( قرآن) : أَخْذاً شَدِيداً . 4.""مَرْعىً وَبِيلٌ"" : فَاسِدٌ، وَخِيمٌ. 5.""وَبِيلُ الجَرَسِ"" : القَضِيبُ الَّذِي يُدَقُّ بِهِ الْجَرَسُ."
1723	وَثِيقٌ		وثق	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;وِثَاقٌ;وَثَائِقُ;		Ta	DnN	Pf	Pm		Tn			ـو						"(صِيغَةُ فَعِيل لِلْمُبَالَغَةِ). 1.""رَجُلٌ وَثِيقٌ"" : رَجُلُ ثِقَةٍ وِمِصْدَاقِيَّةٍ. 2.""بَيْنَهُمَا اتِّصَالٌ وَثِيقٌ"" : اِتِّصَالٌ مُحْكَمٌ وَقَوِيٌّ وَثَابِتٌ. ""عَهْدٌ وَثِيـقٌ"" ""عُهُودٌ وَثِيقَةٌ"". 3.""وَثِيقَةُ سَفَرٍ"" : مُسْتَنَدٌ مُوَثَّقٌ يُعْطِيكَ الْحَقَّ فِيمَا تَسْتَدِلُّ بِهِ. ""وَثِيقَةٌ قَانُونِيَّةٌ"" ""وَثِيقَةٌ إِدَارِيَّةٌ"". 4.""وَثِيقَةٌ تَارِيخِيَّةٌ"" : أَيْ مَعْلُومَاتٌ تَارِيخِيَّةٌ مَكْتُوبَةٌ فِي وَرَقَةٍ لَهَا قِيمَةٌ."
1726	بَديلٌ		بدل	فَعِيل	صيغة			مذكر			مفرد	+ات;أَبْدالٌ;بَدائِلُ;بُدَلاءُ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل للمبالغة). 1.""حاوَلَ أَنْ يَكونَ بِديلاً لأخيهِ"" : عِوَضاً، خَلَفاً. 2.""قَدَّمَ مَشْروعاً بَديلاً"" : خِياراً جَديداً. 3.""البَديلُ في السِّينِما"": مَنْ يُؤَدِّي بِلُغَتِهِ حِوارَ مُمَثِّلٍ كانَ في الأصْلِ يَتَكَلَّمُ لُغَةً أُخْرَى. وَهَذَا ما يُسَمَّى بِالدَّبْلَجَةِ."
1730	بَذِيءٌ		بذء	فَعِيل	صيغة			مذكر			مفرد	+ون			Dz		Pm		Tn									"بَذِيءٌ-بَذِيءٌ [ب ذ أ] (صيغَةُ فَعِيل للمبالغة). 1.""رَجُلٌ بَذِيءٌ"": سَفيهٌ، فاحِشٌ في كَلامِهِ، خَليعٌ. 2.""نَطَقَ بِكَلامٍ بَذِيءٍ"" : فاحِشٍ. ""سَمِعَ بِأُذُنَيْهِ كَلاماً بَذِيئاً"". (ع. غلاب)."
1731	بَذِيئَةٌ		بذء	فعيلة	صيغة			مذكر			مفرد	+ات;			DnN	Pf			Tn									
1732	بَرِيءٌ		برء	فَعِيل	صيغة			مذكر			مفرد	+ون			Dz		Pm		Tn									"بَرِيءٌ-بَرِيءٌ، ةٌ [ب ر أ] (صيغَةُ فَعِيل للمبالغة). 1.""كانَ بَريئاً مِنْ تُهْمَةِ السَّرِقَةِ"" : خالِصٌ مِنْ ذَنْبِ السَّرِقَةِ. ""يُؤْسِفُنِي أَنَّكَ لا تُصَدِّقُنِي وَأَنا رَجُلٌ بَريءٌ"".(ن. محفوظ). 2.""نَظَرَ إِلَيْهِ نَظْرَةً بَريئَةً"" : نَظْرَةً صافِيَةً عَنْ كُلِّ غَرَضٍ أَوْ هَدَفٍ. 3.""بَريءُ الذِّمَّةِ"" : خالِصٌ مِنَ الدَّيْنِ."
1733	بَرِيئةٌ		برء	فعيلة	صيغة			مذكر			مفرد	+ات;			DnN	Pf			Tn									
1734	أَرِيبٌ		ءرب	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"أَرِيب-أَرِيب ، ةٌ [أ ر ب]. ""شَابٌّ أَرِيبٌ"" : مَاهِرٌ، عَاقِلٌ."
1735	أَمينٌ		ءمن	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;أُمَناءُ;		Ta	DnN	Pf	Pm		Tn									". 1.""رَجُلٌ أَمينٌ"" : الْمَوْثوقُ بِهِ، أَي الَّذِي يُوثَقُ بِهِ.النمل آية 39وَإِنِّي عَلَيْهِ لَقَوِيٌّ أَمينٌ (قرآن). 2.""كانَ رَجُلاً أَميناً"" : صادِقاً، وَفِيّاً، مُخْلِصاً. الأعراف آية 68 وأَنا لَكُمْ ناصِحٌ أَمينٌ (قرآن) الشعراء آية 107 إِنِّي لَكُمْ رَسولٌ أَمينٌ (قرآن). 3.""أَمينُ حِرْفَةٍ"" : رَئيسُها وَنَقيبُها الَّذي يَحُلُّ مَشاكِلَ الحِرَفِيِّينَ وَقَضاياهُمْ. 4.""عَيَّنُوهُ أَميناً لِصُنْدوقِ الجَمْعِيَّةِ"" : مَسْؤُولاً عَنْ"
1737	أَميرٌ		ءمير	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;أُمَراءُ;أَميراتٌ		Ta	DnN	Pf	Pm		Tn									"ج: أُمَراءُ، أَميراتٌ. 1.""وَصَلَ الْمَلِكُ مَحْفوفاً بِالأميرِ وَلِيِّ عَهْدِهِ والأُمَراءِ والأَمِيراتِ"" : أَبْناءُ الْمَلِكِ مِنْ أَصْلٍ شَريفٍ. 2.""تَرَأَّسَ أَميرُ الْمُؤْمِنينَ حَفْلاً دِينِيّاً"" : الْمَلِكُ. 3.""تَوَلَّى الأميرُ الإمارَةَ"" : حاكِمٌ يَجوزُ، أَنْ يَكونَ مِنْ أَصْلٍ شَريفٍ أَوْ غَيْرِ شَريفٍ. 4.""أَميرُ الشُّعَراءِ"" : لَقَبٌ يُطْلَقُ على بَعْضِ الشُّعَراءِ تَكْريماً وَتَقْديراً."
1739	بَدِيعٌ		بدع	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;بَدائِعُ;		Ta	DnN	Pf	Pm		Tn									". 1.""اللَّهُ بَديعُ السَّمَواتِ والأرْضِ"" : مُبْدِعُها، خالِقُها، مِنْ أَسْماءِ اللَّهِ الحُسْنَى. 2.""وَقَفَتِ الفِرَقُ الرِّياضِيَّةُ في صُفوفٍ بِديعَةٍ وَسَطَ الْمَلْعَبِ"" : في صُفوفٍ مُنَظَّمَةٍ تَنْظيماً رائِعاً مُتْقَناً. 3.""هَذا مِنْ بَدائِعِ الأمورِ"" : ما بَلَغَ شَكْلاً فَنِّياً وَغايَةً في بابِهِ، الرَّوائِعِ. 4.""كَلاَمٌ بَدِيعٌ أَوْ شِعْرٌ بَدِيعٌ"" : فيهِما صِناعَةُ الكَلامِ والشِّعْرِ. 5.""عِلْمُ البَديعِ"": مِنْ عُلومِ البَلاغَةِ الثَّلاثَةِ، الْمَعانِي والبَيانِ والبَديعِ، وَيَهْتَمُّ بِتَحْسينِ أَساليبِ الكَلامِ وَتَزْيِينِهِ وَتَزْويقِهِ. 6. ""بَدِيعَة"" اِسْمُ عَلَمٍ للإِنَاثِ ""."
1741	بَدِيلٌ		بدل	فَعِيل	صيغة			مذكر			مفرد	+ات;بَدائِلُ;		Ta	DnN	Pf			Tn									". 1.""كَثُرَتْ في السُّوقِ الْمَوادُّ البَديلَةُ"" : عِوَضُ الْمَوادِّ الطَّبيعِيَّةِ كَالْمَطَّاطِ الصِّناعِيِّ والألْيافِ. 2.""أَصْبَحَ مِنَ السَّهْلِ إِيجادُ بَدائِلِ السَّيَّاراتِ وَالآلاتِ الكَهْرَبائِيَّة"" : أَيْ قِطَعُ الغِيارِ."
1743	بَدينٌ		بدن	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;بُدْنٌ;		Ta	DnN	Pf	Pm		Tn									"بَدينٌ-بَدينٌ [ب د ن]. ""أَصْبَحَ بَديناً، فَوَزْنُهُ تَجاوَزَ التِّسْعينَ كلغ"" : سَميناً."
1745	بَعيدٌ		بعد	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;بُعَداء;		Ta	DnN	Pf	Pm		Tn									". 1.""يَسْكُنُ بَعيداً عَنِ الْمَدْرَسَةِ"" : مَكانٌ ناءٍ. ""جاءَ مِنْ مَكانٍ بَعيدٍ"". 2.""يُراجِعُ دُروسَهُ بَعيداً عَنِ الأنْظارِ"" : مُخْتَفِي"
1747	بَليغٌ		بلغ	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;بُلَغاءُ;بَليغَاتٌ;		Ta	DnN	Pf	Pm		Tn									". 1.""كَانَ بَليغاً فِي خُطْبَتِهِ"" : فَصيحاً. 2.""بَعَثَ إِلَيْهِ كِتاباً بلِيغاً"" : فَصِيحاً. 3.""كَتَب نَصّاً بَلِيغاً"" : وَاضِحاً مُع"
1749	ثَقِيلٌ		ثقل	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;ثُقَلاَءُ;ثَقِيلاَتٌ;		Ta	DnN	Pf	Pm		Tn			ـو						". 1.""يَحْمِلُ حِمْلاً ثَقِيلاً"" : أيْ حِمْلاً ذَا ثِقْلٍ. ""وَزْنٌ ثَقِيلٌ"". 2.""رَجُلٌ ثَقِيلُ الدَّمِ"" : البَلِيدُ، مُسْتَثْقِلٌ غَلِيظٌ، مَنْ لاَ يَفْهَمُ الأُمُورَ فِي بَسَاطَتِهَا. ""ثَقيلُ الظِّلِّ"" ""ثَقِيلُ الرُّوحِ"" إذَا حَلَّ الثَّقِيلُ بِأَرْضِ قَوْمٍ*فَمَا للِسَّاكِنِينَ سِوَى الرَّحِيلِ. 3.""أصْبَحَ"
1751	حَفِيظٌ		حفظ	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;حُفَظَاءُ;حفائظ		Ta	DnN	Pf	Pm		Tn									". 1. ""هُوَ اللَّهُ الحَفِيظُ"" : مِنْ أسْمَاءِ اللَّهِ الحُسْنَى. 2. ""حَفِيظٌ عَلَى خَزَائِنِ الدَّوْلَةِ"" : الأَمِينُ عَلَيْهَا. يوسف آية 55 قَالَ اجْعَلْنِي عَلَى خَزائِنِ الأَرْضِ إنِّي حَفِيظٌ عَلِيمٌ (قرآن). 3. ""عَبْدُ الحَفِيظِ"" : اِسْمُ عَلَمٍ مُرَكَّبٌ. 4. ""حَفِيظَةُ"" : اِسْمُ عَلَمٍ للإنَاثِ."
1754	مَدِينٌ		دين	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									". 1.""مَدِينٌ بِأَلْفِ دِرْهَمٍ"" : عَلَيْهِ دَيْنٌ... 2.""حِسَابٌ مَدِينٌ"" : أَي عَلَيْهِ دَيْنٌ. 3.""مَدِينٌ لَهُ بِحَيَاتِهِ"" : صَارَ مُرْتَهَناً لَهُ لأَنَّهُ أَنْقَذَ حَياتَهُ."
1755	ذَليلٌ		ذلل	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;أَذِلَّةٌ;أَذِلاَّءُ;		Ta	DnN	Pf	Pm		Tn									". ""عاشَ ذَليلاً"" : مُهاناً، ضَعيفاً، حَقيراً. ""إِنَّ الذَّليلَ مَنْ ذُلَّ في سُلْطانِهِ"" (مثل): يُضْرَبُ لِمَنْ ذُلَّ وَضَ"
1758	أَسيرٌ		ءسر	فعيل	صيغة			مذكر			مفرد	+ات;أَسْرَى;		Ta	DnN	Pf			Tn									". ""وَقَعَ أَسيراً في يَدِ العَدُوِّ"": مَنْ أُخِذَ في الحَرْبِ وقُبِضَ عَلَيْهِ. ""وُضِعَ أَسْرَى الحَرْبِ في مُعَسْكَرٍ"" ""تُبُودِلَ الأَسْرى بَعْدَ نِهايَةِ الحَرْبِ""."
1759	أَسْرَى		ءسر	فعلى	صيغة			مذكر			جمع								Non								Non	
1760	قَتِيلٌ		قتل	فعيل	صيغة			مذكر			مفرد	+ات;قَتْلَى;قُتَلاَءُ		Ta	DnN	Pf			Tn									". ""أَرْدَاهُ قَتِيلاً"" : مَقْتُولاً."
1761	قَتْلَى		قتل	فعلى	صيغة			مذكر			جمع								Non								Non	
1762	قُتَلاَءُ		قتل	فعلاء	صيغة			مذكر			جمع								Non								Non	
1763	طَرِيحٌ		طرح	فَعِيل	صيغة			مذكر			مفرد	+ات;طَرْحَى;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). ""لاَ يَزَالُ طَرِيحَ الفِرَاشِ"" : أَيْ مُلاَزِماً"
1764	طَرْحَى		طرح	فعلى	صيغة			مذكر			جمع								Non								Non	
1765	حَبيبٌ		حبب	فعيل	صيغة			مذكر			مفرد	+ات;أَحِبَّةٌ;أَحِبَّاءُ;أَحْبابٌ;حَبائِب		Ta	DnN	Pf			Tn									". 1.""حَبيبُ العُمْرِ"" : الْمَحْبوبُ. 2.""حَبيبُكَ يُبَلِّغُكَ السَّلاَمَ"" : مُحِبُّكَ. ""ما هَذِهِ الحَياةُ الَّتِي تُعانِقُنا يَوْماً كالحَبِيبِ وَيَوْماً تَصْفَعُنا كَالعَدُوِّ"" (جبران خ .جبران)."
1766	أَحِبَّةٌ		حبب	أفعلة	صيغة			مذكر			جمع								Tn									
1767	أَحِبَّاءُ		حبب	أفعلاء	صيغة			مذكر			جمع								Non								Non	
1768	أَحْبابٌ		حبب	أفعال	صيغة			مذكر			جمع								Tn									
1769	حَبائِبُ		حبب	فعائل	صيغة			مذكر			جمع								Non								Non	
1770	ذَبيحٌ		ذبح	فعيل	صيغة			مذكر			مفرد	+ات;ذَبْحَى		Ta	DnN	Pf			Tn									".: الْمَذْبوحُ. 1.""قَدَّمَهُ ذَبيحاً"" : ما يَصْلُحُ أَنْ يُذْبَحَ تَنَسُّكاً. 2.: لَقَبُ إِسْماعيلَ بْنِ إِبْراهيمَ الخَليلِ."
1771	ذَبْحَى		ذبح	فعلى	صيغة			مذكر			جمع								Non								Non	
1772	سَجِينٌ		سجن	فَعِيل	صيغة			مذكر			مفرد	+ات;سُجَنَاءُ;سَجِينَاتٌ		Ta	DnN	Pf			Tn									". 1. ""زَارَ السَّجِينَ فِي السِّجْنِ"" : الْمَسْجُون، الْمُعْتَقَل دَاخِلَ جُدْرَانِ السِّجْن"
1774	سَدِيدٌ		سدد	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"سَدِيدٌ-سَدِيدٌ [س د د]. ""لَهُ رَأْيٌ سَدِيدٌ"" : صَائِبٌ، صَحِيحٌ، سَلِيمٌ. ""يُقَدِّمُ أْفْكَاراً سَدِيد"
1775	سَرِيعٌ		سرع	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;سُرْعَانٌ;سِرْعانٌ;سِراعٌ;		Ta	DnN	Pf	Pm		Tn									". 1.""جَوَابٌ سَرِيعٌ"" : جَوَابٌ مُسْتَعْجَلٌ. 2. ""اِنْتَشَرَتِ النَّارُ انْتِشَاراً سَرِيعاً فِي الغَابَةِ"" : اِنْتَشَرَتْ بِخِفَّةٍ وَسُرْعَةٍ. 3. ""البَحْرُ السَّرِيعُ"" : بَحْرٌ مِنْ بُحُورِ الشِّعْرِ العَرَبِيِّ. وَزْنُهُ تَامّاً هُوَ : مُسْتَفْعِلُنْ مُسْتَفْعِلُنْ مَفْعُولاَت*مُسْتَفْعِلُنْ مُسْتَفْعِلُنْ مَفْعُولات وَيَأْتِي عَلَى الغَالِبِ :مُسْتَفْعِلُنْ مُسْتَفْعِلُنْ فَاعِلُن*مُسْتَفْعِلُنْ مُسْتَفْعِلُنْ فَاعِلُن."
1779	سَعِيدٌ		سعد	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;سُعَدَاءُ;سَعِيدَاتٌ;		Ta	DnN	Pf	Pm		Tn									". 1. ""عِيدٌ سَعِيدٌ"" : عِيدٌ حَسَنٌ، رَغْدٌ، نَعِيمٌ. ""إنَّ وَاجِبَ الإنْسَانِ أنْ يَكُونَ سَعِيداً عَلَى الأرْضِ"".(جبران خ. جبران). 2. ""أَتَمَنَّى لَكَ حَظّاً سَعِيداً"" : حَظّاً مُوَفَّقاً، طَيِّباً. 3. ""قَضَى"
