#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
986	مَقْدُورٌ	مقدور	قدر		مفعول	قَدَرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَقْدُورٌ-مَقْدُورٌ [ق د ر] (مفع. من قَدَرَ). 1. ""أَمْرٌ مَقْدُورٌ عَلَيْهِ"" : مَحْتُومٌ عَلَيْهِ، مُقَد"
987	مُقَدَّسٌ	مقدس	قدس		مفعول	قَدَّسَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُقَدَّسٌ-مُقَدَّسٌ، ةٌ [ق د س ] (مفع. من قَدَّسَ). 1. ""الكِتَابُ الْمُقَدَّسُ"" : التَّوْراةُ، الإِنْجِيلُ. 2. ""البَيْتُ الْمُقَدَّسُ"" : بَيْتُ الْمَقْدِس"
988	مُقَدَّمٌ	مقدم	قدم		مفعول	قَدَّمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُقَدَّمٌ-مُقَدَّمٌ [ق د م] (مفع. من قَدَّمَ). 1. ""مُقَدَّمُ السَّفِينَةِ"" : جُؤْجُؤُهَا. 2. ""مُقَدَّمُ الرَّأْسِ"" : الجَبْهَةُ. 3. "" مُقَدَّمٌ عَلَى أَقْرَانِهِ "": مُمَيَّزٌ عَنْهُمْ، أَحْسَنُهُمْ. 4. ""مُقَدَّمُ الْحَيِّ"" : أ. وَظِيفَةٌ إِدَارِيَّةٌ فِي الْمَغْرِبِ تُطْل"
989	مَقْذُوفٌ	مقذوف	قذف		مفعول	قَذَفَ		مذكر			مفرد	+ات;مَقَاذِيفُ 		ة	DnT	Pf			Tn									"مَقْذُوفٌ، ةٌ - ج: ـات، مَقَاذِيفُ. [ق ذ ف]. (مفع. من قَذَفَ). 1. ""حَجَرٌ مَقْذُوفٌ"" : مَرْمِيٌّ بِقُوَّةٍ. 2. ""قَذَفُوهُمْ بِوَابِلٍ مِنَ الْمَقَاذِيفِ"" : القَنابِلِ. "
990	مَقَاذِيفُ	مقاذيف	قذف		مفعول	قَذَفَ					جمع		مَقْذُوفٌ														Non	
991	مَقْرُورٌ	مقرور	قرر		مفعول	قَرَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مَقْرُورٌ، ةٌ - ج: ون، ات. [ق ر ر]. (مفع. من قَرَّ). 1. ""جَوٌّ مَقْرُورٌ"" : جَوٌّ بَارِدٌ. 2. ""مَقْرُورٌ فِي بَيْتِهِ"" : الَّذِي أَصَابَهُ القَرُّ، البَرْدُ.   ""أَقْبَلَ الرَّبِيعُ وبَدَأَتْ تَبَاشِيرُ الصَّيْفِ تَهُبُّ عَلَى النُّفُوسِ الْمَقْرُورَةِ"". (ع. غلاب)"
992	مَقْرُوءٌ	مقروء	قرأ		مفعول	قَرَأَ		مذكر			مفرد	+ات 			Dz	Pf			Tn									"مَقْرُوءٌ-مَقْرُوءٌ [ق ر أ] (مفع. من قَرَأَ). ""خَطٌّ مَقْرُوءٌ "" : خَطُّ يُمْكِنُ قِرَاءتهُ. ""مَخْطوطٌ مَقْروءٌ""."
993	مَقْرُوءَةٌ	مقروءة	قرأ		مفعول	قَرَأَ		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"مَقْرُوءٌ-مَقْرُوءٌ [ق ر أ] (مفع. من قَرَأَ). ""خَطٌّ مَقْرُوءٌ "" : خَطُّ يُمْكِنُ قِرَاءتهُ. ""مَخْطوطٌ مَقْروءٌ""."
994	مُقَرَّبٌ	مقرب	قرب		مفعول	قَرَّبَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من قَرَّبَ). ""مِنَ الْمُقَرَّبِينَ للرَّئِيسِ"" : مَنْ لَهُ مَكَانَةٌ خَاصَّةٌ عِنْدَهُ.الواقعة آية 10 والسَّابِقُونَ السَّابِقُونَ أُولَئِكَ الْمُقَرَّبُونَ . (قرآن)."
995	مُقَرَّحٌ	مقرح	قرح		مفعول	قَرَّحَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									مُقَرَّحٌ-مُقَرَّحٌ، ةٌ [ق ر ح] (مفع. من قَرَّحَ).
996	مَقْرُوحٌ	مقروح	قرح		مفعول	قَرَحَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من قَرَحَ). ""مَقْرُوحُ البَدَنِ"" : مَنْ بِهِ قُرُوحٌ."
997	مُقَرَّرٌ	مقرر	قرر		مفعول	قَرَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَرَّرٌ-مُقَرَّرٌ، ةٌ [ق ر ر ] (مفع. من قَرَّرَ). 1. ""أَمْرٌ مُقَرَّرٌ"" : ثَابِتٌ، مُعْتَرَفٌ بِهِ. ""أَعْمَالُ مُقَرَّرَةٌ"" ""جَاءَ فِي الْمَوْعِدِ الْمُقَرَّرِ"". 2. ""الْمُقَرَّرُ الدِّرَاسِيُّ"" : "
998	مَقْرُونٌ	مقرون	قرن		مفعول	قَرَنَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَقْرُونٌ-مَقْرُونٌ، ةٌ [ق ر ن] (مفع. من قَرَنَ). 1. ""اِسْمُهُ مَقْرُونٌ بِالكَرَمِ"" : مُرْتَبِطٌ بـ... 2.""دَوَابُّ مَقْرُونَةٌ"" : مَشْدُودَةٌ مِنْ قُرُونِهَا. "
999	مُقَسَّمٌ	مقسم	قسم		مفعول	قَسَّمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُقَسَّمٌ-مُقَسَّمٌ [ق س م] (مفع. من قَسَّمَ). 1. ""إِرْثٌ مُقَسَّمٌ"": مُوَزَّعٌ. 2. ""الْمُقَسَّمُ الهَاتِفِيُّ"" : لَوْحَةٌ تَسْتَقْبِلُ الْمُكَالَمَاتِ الهَاتِفِيَّةَ حَيْثُ يَتِمُّ تَوْزِيعُهَا عَلَى الخُطُوطِ الدَّاخِلِيَّةِ بِالْمُؤَسَّسَةِ بِوَاسِطَةِ مُرَاقِبٍ دَائِمٍ أَوْ مُرَاقِبَةٍ."
1000	مَقْسُومٌ	مقسوم	قسم		مفعول	قَسَمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مَقْسُومٌ-مَقْسُومٌ، ةٌ [ق س م] (مفع. من قَسَمَ). 1. الحجر آية 44 لِكُلِّ بَابٍ مِنْهُمْ جُزْءٌ مَقْسُومٌ . (قرآن) : مَا يُجَزَّأُ بِحِصَصٍ مُتَسَاوِيَةٍ. 2.""الْمَقْسُومُ عَلَيْهِ"" : مَا يُوَزَّعُ عَلَيْهِ الْمَقْسُومُ. فِي العَمَلِيَّةِ الحِسَابِيَّةِ التَّالِيَةِ : 25 : 5 = 5 . العَدَدُ 25 هُوَ الْمَقْسُومُ، والعَدَدُ 5 هُوَ الْمَقْسُومُ عَلَيْهِ، وَالعَدَدُ 5 هُوَ خَارِجُ القِسْمَةِ."
1001	مُقَشَّبٌ	مقشب	قشب		مفعول	قَشَّبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من قَشَّبَ). 1.""خَشَبٌ مُقَشَّبٌ"" : غَيْرُ صَافٍ. 2.""رَجُلٌ مُقَشَّبُ الْحَسَبِ"" : أَيْ يُخَالِطُ حَسَبَهُ لُؤْمٌ."
1002	مَقْصُوصٌ	مقصوص	قصص		مفعول	قَصَّ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من قَصَّ). 1. ""طَائِرٌ مَقْصُوصُ الجَنَاحَيْنِ"" : مَقْطُوعُ ... 2.""مَقْصُوصُ الجَنَاحِ"" : لاَقُوَّةَ لَهُ."
1003	مُقَصَّبٌ	مقصب	قصب		مفعول	قَصَّبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَصَّبٌ-مُقَصَّبٌ، ةٌ [ق ص ب] (مفع. من قَصَّبَ). 1.""ثَوْبٌ مُقَصَّبٌ"" : مُوَشّىً بِالذَّهَبِ والفِضَّةِ. 2.""شَعْرٌ مُقَصَّبٌ"" : مُجَعَّدٌ."
1004	مَقْصُودٌ	مقصود	قصد		مفعول	قَصَدَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مَقْصُودٌ-مَقْصُودٌ، ةٌ [ق ص د] (مفع. من قَصَدَ). ""كَانَ مَقْصُودُهُ ن"
1005	مُقَصَّرٌ	مقصر	قصر		مفعول	قَصَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَصَّرٌ-مُقَصَّرٌ، ةٌ [ق ص ر] (مفع. من قَصَّرَ). 1. ""فُسْتَانٌ مُقَصَّرٌ"" : أَ"
1006	مَقْصُورٌ	مقصور	قصر		مفعول	قَصَرَ		مذكر			مفرد	+ات;مقاصيرُ 		ة	DnT	Pf			Tn									"(مفع. من قَصَرَ). 1.""نَسِيجٌ مَقْصُورٌ"" : نَسِيجٌ قُطْنِيٌّ أَبْيَضُ. 2. ""قَصِيدَةٌ شِعْرِيَّةٌ مَقْصُورَةٌ"" : كَانَتْ قَافِيَتُهَا مَخ"
1007	مَقَاصِيرُ	مقاصير	قصر		مفعول	قَصَرَ					جمع		مَقْصُورٌ														Non	
1008	مُقَطَّبٌ	مقطب	قطب		مفعول	قَطَّبَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									"(مفع. من قَطَّبَ). ""مُقَطَّبُ الْحَاجِبَيْنِ"": أَيْ جَمَعَ مَا بَيْنَهُمَا، مُعَبَّسٌ، مُكَشَّرٌ."
1009	مُقَطَّرٌ	مقطر	قطر		مفعول	قَطَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَطَّرٌ-مُقَطَّرٌ، ةٌ [ق ط ر] (مفع. من قَطَّرَ). ""زَهْرٌ مُقَطَّرٌ"" : أَيْ تَمَّ تَقْطِيرُهُ قَطْرَةً قَطْرَةً."
1010	مَقْطُوعٌ	مقطوع	قطع		مفعول	قَطَعَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn			ـو						"(مفع. من قَطَعَ). 1. ""طَرِيقٌ مَقْطُوعٌ"" : طَرِيقٌ غَيْرُ مُمْكِنٍ اجْتِيَازُهُ. 2.""رَجُلٌ مَقْطُوعٌ بِ"
1011	مَقَاطِيعُ	مقاطيع	قطع		مفعول	قَطَعَ					جمع																Non	
1012	مُقَعَّرٌ	مقعر	قعر		مفعول	قَعَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَعَّرٌ-مُقَعَّرٌ، ةٌ [ق ع ر] (مفع. من قَعَّرَ). 1. ""بِئْرٌ مُقَعَّرٌ"" : عَمِيقٌ. 2. ""شَكْلٌ هَنْدَسِيٌّ مُقَعَّرٌ"" "
1013	مُقَفَّعٌ	مقفع	قفع		مفعول	قَفَّعَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من قَفَّعَ). 1. ""رَجُلٌ مُقَفَّعٌ"" : مُنَكَّسُ الرَّأْسِ. 2. ""مُقَفَّعُ اليَدَيْنِ"" : مُتَشَنِّجُهُمَا."
1014	مَقْلُوبٌ	مقلوب	قلب		مفعول	قَلَبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من قَلَبَ). 1. ""كُرْسِيٌّ مَقْلُوبٌ"" : أَعْلاَهُ أَسْفَلُهُ. ""سَيَّارَةٌ مَقْلُوبَةٌ"". 2.""بِالْمَقْلُوبِ"" : "
1015	مُقَلَّدٌ	مقلد	قلد		مفعول	قَلَّدَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من قَلَّدَ). ""مُقَلَّدٌ بِوِسَامٍ"" : مَنْ وُضِعَ عَلَى صَدْرِهِ أَوْ عُنُقِهِ وِسَامٌ."
1016	مَقْلِيٌّ	مقلي	قلي		مفعول	قَلَى		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَقْلِيٌّ-مَقْلِيٌّ، ةٌ [ق ل ي] (مفع. من قَلَى). ""لَحْمٌ مَقْلِيٌّ"" : لَحْمٌ قُلِيَ فِي المِقْلاَةِ."
1017	مَقْمُوعٌ	مقموع	قمع		مفعول	قَمَعَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من قَمَعَ). ""وَلَدٌ مَقْمُوعٌ"" : مَقْهُورٌ، مَنْ تَعَرَّضَ لِلْقَمْعِ والقَهْرِ."
1018	مُقَمَّلٌ	مقمل	قمل		مفعول	قَمَّلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُقَمَّلٌ-مُقَمَّلٌ، ةٌ [ق م ل] (مفع. من قَمَّلَ). ""ثَوْبٌ مُقَمَّلٌ"" : ثَوْبٌ اِنْتَشَرَ فِيهِ القُمَّلُ."
1019	مُقَنْطَرٌ	مقنطر	قنطر		مفعول	قَنْطَرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَنْطَرٌ-مُقَنْطَرٌ، ةٌ [ق ن ط ر] (مفع. من قَنْطَرَ). 1. ""بِنَاءٌ مُقَنْطَرٌ"" : مُتَقَوِّسٌ كَالقَنْطَرَةِ. 2. ""القَنَاطِيرُ"
1020	مُقَنَّعٌ	مقنع	قنع		مفعول	قَنَّعَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من قَنَّعَ). 1. ""مُمَثِّلٌ مُقَنَّعٌ"" : عَلَى وَجْهِهِ قِنَاعٌ. مُجْرِمٌ مُقَنَّعٌ"". 2.""جَاءَ بِك"
1021	مُقَوَّرٌ	مقور	قور		مفعول	قَوَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَوَّرٌ-مُقَوَّرٌ، ةٌ [ق و ر] (مفع. من قَوَّرَ). 1.""ثَوْبٌ مُقَوَّرٌ"": مَفْتُوحٌ، مَكْشُوفٌ. 2.""أَثْوَابٌ مُقَوَّرَةٌ"" : مَقْطُوعَةٌ أَطْرَافاً."
1022	مُقَوَّسٌ	مقوس	قوس		مفعول	قَوَّسَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من قَوَّسَ). 1. ""بِنَاءٌ مُقَوَّسٌ"" : مَا كَانَ عَلَى شَكْلِ قَوْسٍ. 2. ""ظَهْرٌ مُقَوَّسٌ"" : مُنْحَنٍ. 3. ""أَنْفٌ مُقَوَّسٌ"" : مُحَدَّبٌ."
1023	مُقَوَّضٌ	مقوض	قوض		مفعول	قَوَّضَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَوَّضٌ-مُقَوَّضٌ، ةٌ [ق و ض] (مفع. من قَوَّضَ). ""بِنَاءٌ مُقَوَّضٌ"" : مُهَدَّمٌ."
1024	مُقَوْلَبٌ	مقولب	قولب		مفعول	قَوْلَبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَوْلَبٌ-مُقَوْلَبٌ، ةٌ [ق و ل ب] (مفع. من قَوْلَبَ). ""مَادَّةٌ مُقَوْلَبَةٌ"" : أَيْ وُضِعَتْ فِي قَالَبٍ."
1025	مُقَوَّمٌ	مقوم	قوم		مفعول	قَوَّمَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَوَّمٌ-مُقَوَّمٌ، ةٌ [ق و م] (مفع. من قَوَّمَ). 1.""عَمَلٌ مُقَوَّمٌ"" : عَمَلٌ تَمَّ تَقْوِيمُهُ وَ إِظْهَارُ قِيمَتِهِ. 2.""ثَمَنٌ مُقَوَّمٌ"" : أَيْ ثَمَنُهُ وُضِعَ حَسَبَ قِيمَتِهِ."
1026	مُقَوَّى	مقوى	قوي		مفعول	قَوَّى		مذكر			مفرد	+ون			Dy		Pm		Tn									"مُقَوّىً-مُقَوّىً، ةٌ [ق و ي] (مفع. من قَوَّى). ""وَرَقٌ مُقَوّىً"": وَرَقٌ غَلِيظٌ، صَفِيقٌ."
1027	مُقَوّاة	مقواة	قوي		مفعول	قَوَّى		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"مُقَوّىً-مُقَوّىً، ةٌ [ق و ي] (مفع. من قَوَّى). ""وَرَقٌ مُقَوّىً"": وَرَقٌ غَلِيظٌ، صَفِيقٌ."
1028	مُقَيَّدٌ	مقيد	قيد		مفعول	قَيَّدَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من قَيَّدَ). 1.""مُقَيَّدٌ بِالسَّلاَسِلِ"" : مُكَبَّلٌ. 2.""حَيَوَانٌ مُقَيَّدٌ"" : مَرْبُوطٌ بِقَيْدٍ. 3.""كِتَابٌ مُقَيَّدٌ"" : مَشْكُولٌ. 4.""عَقْ"
1029	مُكَافَأٌ	مكافأ	كفأ		مفعول	كَافَأَ		مذكر			مفرد	+ون			Dz		Pm		Tn									"(مفع. مِن كَافَأَ). ""مُكَافَأٌ عَلَى عَمَلِهِ"" : مُجَازىً عَلَيْهِ."
1030	مُكَافَأَةٌ	مكافأة	كفأ		مفعول	كَافَأَ		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"(مفع. مِن كَافَأَ). ""مُكَافَأٌ عَلَى عَمَلِهِ"" : مُجَازىً عَلَيْهِ."
1031	مَكْبُوتٌ	مكبوت	كبت		مفعول	كَبَتَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مَكْبُوتٌ-مَكْبُوتٌ [ك ب ت] (مفع. من كَبَتَ). ""شَابٌّ مَكْبُوتٌ"" : مَقْموعٌ، أَيْ مَنْ كَا"
1032	مَكْتُوبٌ	مكتوب	كتب		مفعول	كَتَبَ		مذكر			مفرد	+ون;+ات;مَكَاتِيبُ 		ة	DnT	Pf	Pm		Tn									"(مفع. من كَتَبَ). 1. ""بُعِثَ إِلَيْهِ بِمَكْتُوبٍ"" : بِرِسَالَةٍ. 2.""كَلاَمٌ مَكْتُوبٌ بِعَاطِفَةٍ جَيَّاشَةٍ"" : مَخْطُوطٌ. 3.""مَا حَدَثَ مَكْتُوبٌ عَلَى الجَبِينِ"" : مُقَدَّرٌ."
1033	مَكَاتِيبُ	مكاتيب	كتب		مفعول	كَتَبَ					جمع		مَكْتُوبٌ														Non	
1034	مَكْتُوفٌ	مكتوف	كتف		مفعول	كَتَفَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. من كَتَفَ). 1. ""أَسِيرٌ مَكْتُوفٌ"" : مَوْثُوقٌ. 2. ""وَقَفَ مَكْتُوفَ اليَدَيْنِ"" : عَاجِزاً عَنِ الْحَرَكَةِ والْمُبَادَرَةِ."
1035	مُكَتَّلٌ	مكتل	كتل		مفعول	كَتَّلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُكَتَّلٌ-مُكَتَّلٌ، ةٌ [ك ت ل] (مفع. من كَتَّلَ). 1.""رَمْلٌ"
1036	مَكْتُومٌ	مكتوم	كتم		مفعول	كَتَمَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn			ـو						"(مفع. من كَتَمَ). 1. ""مَكْتُومُ النَّفَسِ"" : مَخْنُوقٌ ... اِنْطَلَقَتْ ضَحَكَاتٌ مَكْتُومَةٌ"". 2. ""صَوْتٌ مَكْتُومٌ"""
1037	مُكَثَّرٌ	مكثر	كثر		مفعول	كَثَّرَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُكَثَّرٌ-مُكَثَّرٌ، ةٌ [ك ث ر] (مفع. من كَثَّرَ). ""نَبَاتٌ مُكَثَّرٌ"" : مُنَمّىً، مَزِيدٌ. ""مَادَّةٌ مُكَثَّرَةٌ فِي الأَسْوَاقِ""."
1038	مُكَثَّفٌ	مكثف	كثف		مفعول	كَثَّفَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُكَثَّفٌ-مُكَثَّفٌ، ةٌ [ك ث ف] (مفع. من كَثَّفَ). 1. ""مَعْدِنٌ مُكَثَّفٌ"" : مُتَجَمِّعُ ا"
1039	مَكْدُودٌ	مكدود	كدد		مفعول	كَدَّ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn			ـو						"(مفع. من كَدَّ). 1. ""رَجَعَ مِنْ عَمَلِهِ مَكْدُوداً"" : تَعِباً"
1040	مُكَدَّرٌ	مكدر	كدر		مفعول	كَدَّرَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									"(مفع. من كَدَّرَ). 1. ""مَاءٌ مُكَدَّرٌ"" : مُخْتَلِطٌ بِأَتْرِبَةٍ ومَا شَابَهَ ذَ"
1041	مَكْرُوبٌ	مكروب	كرب		مفعول	كَرَبَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من كَرَبَ). ""وَجَدْتُهُ مَكْرُوباً"" : مَهْمُوماً. ""كَيْفَ تَصَامَمَتْ عَنْ نِدَاءِ قَلْبِي الْمَكْرُوبِ ""."
1042	مُكَرَّرٌ	مكرر	كرر		مفعول	كَرَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُكَرَّرٌ-مُكَرَّرٌ، ةٌ [ك ر ر] (مفع. من كَرَّرَ). 1.""رَقْمٌ مُكَرَّرٌ"": مَكْرورٌ، مُعَادٌ. ""فِكْرَةٌ مُكَرَّرَةٌ"". 2.""نَفْطٌ مُكَرَّرٌ"" : مُصَفّىً."
1043	مُكَرَّسٌ	مكرس	كرس		مفعول	كَرَّسَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُكَرَّسٌ-مُكَرَّسٌ، ةٌ [ك ر س] (مفع. من كَرَّسَ). 1. ""بَحْثٌ مُكَرَّسٌ لِخِدْمَةِ العِلْمِ"" : مُخَصَّصٌ. ""حَي"
1044	مُكَرَّمٌ	مكرم	كرم		مفعول	كَرَّمَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من كَرَّمَ). ""رَجُلٌ مُكَرَّمٌ"" : مُعَزَّزٌ، مُحْتَرَمٌ."
1045	مَكْرُوهٌ	مكروه	كره		مفعول	كَرِهَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من كَرِهَ). 1. ""رَجُلٌ مَكْرُوهٌ"" : مَمْقُوتٌ. 2. ""أَصَابَهُ مَكْرُوهٌ"" : أَصَابَهُ شَرٌّ، شِدَّةٌ، بَلِيَّةٌ. ""وَقَاكَ اللَّهُ كُلَّ مَكْرُوهٍ"" ""لاَ أَرَاكُمُ اللَّهُ بَعْدَ اليَوْمِ مَكْرُوهاً"". 3. ""فِعْلٌ مَكْرُوهٌ"" : مَا يُسْتَحْسَنُ تَرْكُهُ فِي قَضَايَا الفَرَائِضِ."
1046	مُكَسَّرٌ	مكسر	كسر		مفعول	كَسَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من كَسَّرَ). 1.""سُكَّرٌ مُكَسَّرٌ"" : مُفَتَّتٌ. 2. ""جَمْعُ الْمُكَسَّرِ"" : جَمْعُ التَّكْسِيرِ. ن. تَكْسِير. 3.""يَقْتَاتُ بِالْمُكَسَّرَاتِ"" : أَيِ الجَوْز واللَّوْز والفَوَاكِه الجَافَّة ونَحْوها، النُّقْل."
