#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج. مؤ. س.	ج. مذ. س.	المنقوص	تنوين النصب	نسب	إض. لف.	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
790	بَحَثَةٌ	بحثة	بحث		فاعل	بَحَثَ					جمع		بَاحِثٌ						Tn									
936	مُتَبَتِّلٌ	متبتل	بتل		فاعل	تَبَتَّلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَبَتَّلَ). ""مُتَبَتِّلٌ فِي زُهْدِهِ"" : مُتَعَبِّدٌ، مُتَخَشِّعٌ. ""تَعِيشُ عَيْشَ الزَّاهِدَاتِ الْمُتَبَتِّلاَتِ"" ""رَأَيْتُ فِي مَدِينَتِنَا نُوراً إِلاَهِيّاً لاَ يَعْرِفُهُ إِلاَّ العَابِدُ الْمُتَبَتِّلُ الَّذِي يَهَبُ حَيَاتَهُ إِلَى الله"". (إسحق الحسيني)."
638	مُنْبَثٌّ	منبث	بثث		فاعل	اِنْبَثَّ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"مُنْبَثٌّ-مُنْبَثٌّ، ةٌ [ب ث ث] (فا. من اِنْبَثَّ). ""صَارَ الخَبَرُ مُنْبَثّاً فِي كُلِّ مَكَانٍ"" : مُنْتَشِراً. ""وقَدْ وَجَدْنَا الْحَرَسَ مُنْبَثّاً فِي جَوَانِبِ الطَّرِيقِ"". (المختار السوسي)."
639	مُنْبَثِقٌ	منبثق	بثث		فاعل	انبثق		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									
937	مُتَبَجِّحٌ	متبجح	بجح		فاعل	تَبَجَّحَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من تَبَجَّحَ). ""مُتَبَجِّحٌ بِانْتِصاراتِهِ"" : مُتَبَاهٍ، مُفْتَخِرٌ بِهَا."
5152	مُتَبَاجِحٌ	متباجح	بجح	مُتَفَاعِلٌ	فاعل	تَبَاجَحَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5153	مُتَبَاحِثٌ	متباحث	بحث	مُتَفَاعِلٌ	فاعل	تَبَاحَثَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
938	مُتَبَحِّرٌ	متبحر	بحر		فاعل	تَبَحَّرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَبَحَّرَ). ""مُتَبَحِّرٌ فِي عُلُومِ الدِّينِ"" : مُتَضَلِّعٌ مِنْها، مُلِمٌّ بِها، أَيْ لَهُ مَعْرِفَةٌ وَاسِعَةٌ بِهَا."
939	مُتَبَخْتِرٌ	متبختر	بحر		فاعل	تبختر		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									
940	مُتَبَدِّلٌ	متبدل	بحر		فاعل	تبدّلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									
5129	مُبْحِرٌ	مبحر	بحر	مُفْعِلٌ	فاعل	أَبْحَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4533	بَاخِرٌ	باخر	بخر	فَاعِلٌ	فاعل	بَخَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5160	مُتَبَخِّرٌ	متبخر	بخر	مُتَفَعِّلٌ	فاعل	تَبَخَّرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4535	بَاخِسٌ	باخس	بخس	فَاعِلٌ	فاعل	بَخَسَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
194	مُبْتَدِئٌ	مبتدئ	بدأ		فاعل	اِبْتَدَأَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِن اِبْتَدَأَ). ""لاَ يَزَالُ مُبْتَدِئاً فيِ العَمَلِ"" : حَدِيثَ العَهْدِ بِالعَمَلِ، أَيْ فِي بِدَايَةِ مُزَاوَلَتِهِ لَهُ. ""الفَضْلُ لِلْمُبْتَدِي وَإِنْ أَحْسَنَ الْمُقْتَدِي""."
791	مُبْدِئٌ	مبدئ	بدأ		فاعل	أَبْدَأَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"مُبْدِئٌ-مُبْدِئٌ، ةٌ [ب د أ] (فا. من بَدَأَ). ""هُوَ الْمُبْدِئُ"" : البَادِئُ، أَيِ الأَوَّلُ."
792	بَادِئٌ	بادئ	بدأ		فاعل	بَدَأَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"بادِئٌ-بادِئٌ [ب د أ] (فا. من بدأ). 1.""في بادِئِ الأَمْرِ"" : في أَوَّلِهِ. 2.""بَادِئَ ذِي بَدْءٍ"" : قَبْلَ كُلَّ شَيْءٍ. 3.""الشَّرُّ بِالشَّرِّ والبادِئُ أَظْلَمُ"" : الشَّرُّ بِالشَّرِّ والظَّالِمُ مَنْ ظَلَمَ في أَوَّلِ الأَمْرِ."
793	بَوَادِئٌ	بوادئ	بدأ		فاعل	بَدَأَ					جمع		بَادِئٌ														Non	
353	مُسْتَبِدٌّ	مستبد	بدد		فاعل	اِسْتَبَدَّ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِن اِسْتَبَدَّ). 1.""مُسْتَبِدٌّ بِرَأْيِهِ"" : مَنْ يَتَعَصَّبُ، يَتَصَلَّبُ لِرَأْيِهِ وَلاَ يَقْبَلُ سَمَاعَ آرَاءِ الآخَرِينَ، العَنِيدُ. 2.""حَاكِمٌ مُسْتَبِدٌّ "": ظَالِمٌ، قَاهِرٌ. ""حَارَبَتِ الأُمَّةُ العَرَبِيَّةُ الْمُسْتَعْمِرِينَ وَالْمُسْتَبِدِّينَ""."
5161	مُتَبَدِّدٌ	متبدد	بدد	مُتَفَعِّلٌ	فاعل	تَبَدَّدَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4537	بَادِرٌ	بادر	بدر	فَاعِلٌ	فاعل	بَدَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5154	مُتَبَادِرٌ	متبادر	بدر	مُتَفَاعِلٌ	فاعل	تَبَادَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
189	مُبْدِعٌ	مبدع	بدع		فاعل	أَبْدعَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn			ـو						". 1.""سُبْحَانَ مُبْدِعِ الكَوْنِ"" : خَالِقُهُ، مُنْشِئُهُ. 2.""مُبْدِعٌ لآلاَتٍ جَدِيدَةٍ"": مُخْتَرِعٌ لَهَا."
195	مُبْتَدِعٌ	مبتدع	بدع		فاعل	اِبْتَدَعَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِن اِبْتَدَعَ). 1.""مُبْتَدِعُ آلَةٍ"" : مُخْتَرِعُهَا. 2.""مُبْتَدِعٌ فِي الكَلاَمِ"" : مُجَدِّدٌ. ""مَنْ جَرَى عَلَى لِسَانِهِ كَلاَمٌ يَسْتَحْسِنُهُ فَلاَ يَعْجَبَنَّ بِهِ إِعْجَابَ الْمُبْتَدِعِ"". 3.""رَجُلٌ مُبْتَدِعٌ"" : مَنْ يَأْتِي بِالبِدَعِ."
4539	بَادِعٌ	بادع	بدع	فَاعِلٌ	فاعل	بَدَعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
930	مُتَبَادِلٌ	متبادل	بدل		فاعل	تَبَادَلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من تَبَادَلَ). ""الْمُتَبَادِلُونَ هُمُ الَّذِينَ يَلْتَمِسُ بَعْضُهُمُ الانْتِفَاعَ بِبَعْضٍ مُتَاجَرَةً"" : مَنْ يَتَبَادَلُ مَعَ غَيْرِهِ سِلْعَةً وَنَحْوَهَا. ""الْمُتَبَادِلُونَ ذَاتَ اليَدِ هُمُ المتَعَاوِنُونَ""."
4453	مُسْتَبْدِلٌ	مستبدل	بدل	مُسْتَفْعِلٌ	فاعل	اِسْتَبْدَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
799	بَادِنٌ	بادن	بدن		فاعل	بَدَنَ		مذكر			مفرد	بُدْنُ 		Ta	DnT				Tn									"(فا. من بَدَنَ). ""رَجُلٌ بَادِنٌ"" : بَدينٌ، سَمِينٌ جِدّاً."
800	بُدْنٌ	بدن	بدن		فاعل	بَدَنَ					جمع		بَادِنٌ						Tn									
801	بَوَادِنٌ	بوادن	بدن		فاعل	بَدَنَ					جمع		بَادِنٌ														Non	
802	بَدَنَةٌ	بدنة	بدن		فاعل	بَدَنَ					جمع		بَادِنٌ						Tn									
803	بُدََّانٌ	بدان	بدن		فاعل	بَدَنَ					جمع		بَادِنٌ						Tn									
794	بَادِي	بادي	بدو		فاعل	بَدا		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm	Tk	Tn									"(فا. من بَدا). ""كانَ الفَرَحُ بَادِياً على وَجْهِهِ"" : ظاهِراً، واضِحاً. ""آثارُ الحُزْنِ بادِيَةٌ على وُجوهِهِمْ"" ""دَلائِلُ الاسْتِغْرابِ بادِيَةٌ على وُجوهِهِمْ""."
795	بُدَاةٌ	بداة	بدو		فاعل	بَدا					جمع		بَادِي						Tn									
796	بَوَادِي	بوادي	بدو		فاعل	بَدا					جمع		بَادِيَةٌ					Tk	Tn									
797	مُبَدِّدٌ	مبدد	بدو		فاعل	بدّدَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
798	مُبَدِّلٌ	مبدل	بدو		فاعل	بدّل		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
4526	مُبْدِي	مبدي	بدي	مُفْعِلٌ	فاعل	أَبْدَى		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm	Tk	Tn		Cv	ـو						
804	بَاذِخٌ	باذخ	بذخ		فاعل	بَذَخَ		مذكر			مفرد	+ون;+ات;بُذَّخٌ;بَوَاذِخُ 		Ta	DnT	Pf	Pm		Tn									"(فا. من بَذَخَ). 1.""رَجُلٌ باذِخٌ"" : مُتَكَبِّرٌ. 2.""جَبَلٌ باذِخٌ"" : عالٍ، شامِخٌ، مُرْتَفِعٌ. ¨""يُحِيطُ بِالقَرْيَةِ جِبَالٌ بَوَاذِخُ"". 3. ""هُوَ مِنْ عَائِلَةٍ لَهَا شَرَفٌ بَاذِخٌ"" : لَهَا شَأْنٌ عَظِيمٌ، مَجْدٌ عَظِيمٌ. "
805	بُذَّخٌ	بذخ	بذخ		فاعل	بَذَخَ					جمع		بَاذِخٌ						Tn									
806	بَوَاذِخُ	بواذخ	بذخ		فاعل	بَذَخَ					جمع		بَاذِخٌ														Non	
807	بَذَخَةٌ	بذخة	بذخ		فاعل	بَذَخَ					جمع		بَاذِخٌ						Tn									
808	بُذََّاخٌ	بذاخ	بذخ		فاعل	بَذَخَ					جمع		بَاذِخٌ						Tn									
809	مُبَذِّرٌ	مبذر	بذر		فاعل	بَذَّرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"مُبَذِّرٌ-مُبَذِّرٌ [ب ذ ر] (فا. من بَذَّرَ). ""مُبَذِّرٌ لِمَالِهِ"" : مُسْرِفٌ، أَيْ يُنْفِقُهُ فِي غَيْرِ مَحَلِّهِ."
810	بَاذِرٌ	باذر	بذر		فاعل	بذر		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
5126	مُبْتَذِلٌ	مبتذل	بذل	مُفْتَعِلٌ	فاعل	اِبْتَذَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
26	بَارِي	باري	برأ		فاعل	بَرَى		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm	Tk	Tn									"بَارٍ-بَارٍ، الباري [ب ر أ]. 1.""هُوَ اللَّهُ البَارِي"" : الخَالِقُ. 2.""بَارِي السَّهْمِ"" : نَاحِتُها. 3.""أَعْطِ القَوْسَ بَارِيَهَا"" : أي مَنْ يُحْسِنُ اسْتِعْمَالَهَا، وَتُقَالُ مَجَازاً فِي الأمُورِ العَامَّةِ، أَيْ فَوِّضْ شُغْلَكَ إلَى مَنْ يُتْقِنُهُ."
27	بُرَاةٌ	براة	برأ		فاعل	بَرَى					جمع		بَارِي						Tn									
28	بَوَارِي	بواري	برأ		فاعل	بَرَى					جمع		بَارِيَةٌ					Tk	Tn									
819	بَارِئٌ	بارئ	برأ		فاعل	بَرَأَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"بَارِئٌ-بَارِئٌ [ب ر أ] (فا. من برأ). 1.""اللَّهُ البَارِئُ عَزَّ وَجَلَّ"" : الخَالِقُ. 2.""صَارَ بارئاً"" : مُتَعَافياً مِنْ كُلِّ مَرَضٍ وَعَيْبٍ. 3.""بارِئٌ مِنْ ذَنْبٍ أوْ تُهْمَةٍ"" : مُتَخلِّصٌ... "
820	بَوَارِئٌ	بوارئ	برأ		فاعل	بَرَأَ					جمع		بَارِئٌ														Non	
821	بُرََّادٌ	براد	برأ		فاعل	بَرَدَ					جمع		بَارِدٌ						Tn									
5130	مُبَرْبِرٌ	مبربر	بربر	مُفَعْلِلٌ	فاعل	بَرْبَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5162	مُتَبَرِّجٌ	متبرج	برج	مُتَفَعِّلٌ	فاعل	تَبَرَّجَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
811	مُبَرِّحٌ	مبرح	برح		فاعل	بَرَّحَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"مُبَرِّحٌ-مُبَرِّحٌ [ب ر ح] (فا. من بَرَّحَ). ""أَلَمٌ مُبَرِّحٌ"" : شَدِيدٌ، حَادٌّ. ""كَيْفَ يَصِحُّ أَنْ يَنْتَقِلَ قَلْبٌ مِنْ حَالِ الْحُبِّ الْمُبَرِّحِ إِلَى حَالِ الكُرْهِ الدَّمِيمِ"". (إسحق الحسيني)."
812	بَوَاذِرٌ	بواذر	بذر		فاعل	بَذَرَ					جمع		بَاذِرٌ														Non	
813	بَذَرَةٌ	بذرة	بذر		فاعل	بَذَرَ					جمع		بَاذِرٌ						Tn									
814	بُذََّارٌ	بذار	بذر		فاعل	بَذَرَ					جمع		بَاذِرٌ						Tn									
815	بَاذِلٌ	باذل	بذل		فاعل	بَذَلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
816	بَوَاذِلٌ	بواذل	بذل		فاعل	بَذَلَ					جمع		بَاذِلٌ														Non	
817	بَذَلَةٌ	بذلة	بذل		فاعل	بَذَلَ					جمع		بَاذِلٌ						Tn									
818	بُذََّالٌ	بذال	بذل		فاعل	بَذَلَ					جمع		بَاذِلٌ						Tn									
822	بَارِحٌ	بارح	برح		فاعل	بَرحَ		مذكر			مفرد	+ون;+ات;بَوَارِحُ 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من بَرحَ). ""قَضَيْتُ البَارِحَ بالجَبَلِ"" : أمْسِ، أيْ أَقْرَبُ لَيْلَةٍ مَضَتْ · ""كَانَ جَوُّ البَارِحَةِ مُعْتَدِلاً"" ""أوَيْتُ إلَى فِرَاشِي البَارِحَةَ مُبَكِّراً"". (طه حسين) ""مَا أشْبَهَ اللَّيْلَةَ بِالبَارِحَةِ""."
823	بَوَارِحُ	بوارح	برح		فاعل	بَرحَ					جمع		بَارِحٌ														Non	
824	بَرَحَةٌ	برحة	برح		فاعل	بَرحَ					جمع		بَارِحٌ						Tn									
825	بُرََّاحٌ	براح	برح		فاعل	بَرحَ					جمع		بَارِحٌ						Tn									
5121	مُبَارِحٌ	مبارح	برح	مُفَاعِلٌ	فاعل	بَارَحَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
826	مُبَرِّدٌ	مبرد	برد		فاعل	بَرَّدَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						". 1.""جِهَازٌ مُبَرِّدٌ"" : جِهَازٌ هُوَ عِبَارَةٌ عَنْ وِعَاءٍ لِتَبْرِيدِ السَّوَائِلِ، لَهُ أَحْجَامٌ وَأَشْكَالٌ مُخْتَلِفَةٌ. 2.""مُبَرِّدُ السَّيَّارَةِ"" : جِهَازٌ يُمْلأُ مَاءً لِلتَّخْفِيفِ مِنْ دَارَةِ الْمُحَرِّكِ."
827	مُبْرِدٌ	مبرد	برد		فاعل	أَبْرَدَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"مِبْرَدٌ-مِبْرَدٌ [ب ر د]. ""مِبْرَدُ النّجَّارِ"" : آلةٌ لِبَرْدِ الخَشَبِ."
828	بَارِدٌ	بارد	برد		فاعل	بَردَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"بَارِدٌ-بَارِدٌ، ةٌ [ب ر د] (فا. من بَردَ). 1. ""صَيْفُ هَذِهِ السَّنَةِ بَارِدٌ"" : أيْ لَمْ يَكُنْ حَارّاً. ""طَقْسٌ بَارِدٌ"". 2.""اِكْتَسَبَ غَنِيمَةً بارِدَةً"" : غَ"
829	بَوَارِدٌ	بوارد	برد		فاعل	بَردَ					جمع		بَارِدٌ														Non	
830	بَرَدَةٌ	بردة	برد		فاعل	بَردَ					جمع		بَارِدٌ						Tn									
5163	مُتَبَرِّدٌ	متبرد	برد	مُتَفَعِّلٌ	فاعل	تَبَرَّدَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6	بَارٌّ	بار	برر		فاعل	بَرَّ		مذكر			مفرد	+ون;+ات;أَبْرَارٌ;بَرَرَةٌ 		Ta	DnT	Pf	Pm		Tn									". ""تَرَكَ ابْناً بَارّاً"" : صَادِقاً وَصَالِحاً وَمُحْسِناً. ""اِبْنُكَ البارُّ يُحِبُّكَ"
7	أَبْرَارٌ	أبرار	برر		فاعل	بَرَّ					جمع		بَارٌّ						Tn									
8	بَرَرَةٌ	بررة	برر		فاعل	بَرَّ					جمع		بَارٌّ						Tn									
832	مُبَرِّرٌ	مبرر	برر		فاعل	بَرَّرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من بَرَّرَ). ""جَاءَ مُبَرِّرًا سُلُوكَهُ"" : مُقَدِّماً تَبْرِيرَاتٍ. ""لاَ مُبَرِّرَ لِهَذَا العَمَلِ"": لاَ مُسَوِّغَ ل"
763	مُبَارِزٌ	مبارز	برز		فاعل	بَارَزَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِنْ بَارَزَ). ""كَانَ مُبَارِزاً لَهُ"" : مُزَاحِماً، مُبَارِياً."
833	بَارِزٌ	بارز	برز		فاعل	بَرزَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من بَرزَ). 1.""ظَهَرَتِ المِئْذَنَةُ بَارِزَةً مِنْ بَعِيدٍ"" : وَاضِح"
834	بَوَارِزٌ	بوارز	برز		فاعل	بَرزَ					جمع		بَارِزٌ														Non	
835	بَرَزَةٌ	برزة	برز		فاعل	بَرزَ					جمع		بَارِزٌ						Tn									
836	بُرََّازٌ	براز	برز		فاعل	بَرزَ					جمع		بَارِزٌ						Tn									
5155	مُتَبَارِزٌ	متبارز	برز	مُتَفَاعِلٌ	فاعل	تَبَارَزَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5164	مُتَبَرِّزٌ	متبرز	برز	مُتَفَعِّلٌ	فاعل	تَبَرَّزَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4541	بَارِصٌ	بارص	برص	فَاعِلٌ	فاعل	بَرَصَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5131	مُبَرْطِلٌ	مبرطل	برطل	مُفَعْلِلٌ	فاعل	بَرْطَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
837	بَارِعٌ	بارع	برع		فاعل	بَرَعَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من برع). 1.""حَقَّقَ البَطَلُ نَصْراً بَارِعاً"" : مُبيناً، سَاطِعاً. ""هَذَا كَلاَمٌ"
838	بَوَارِعٌ	بوارع	برع		فاعل	بَرَعَ					جمع		بَارِعٌ														Non	
839	بَرَعَةٌ	برعة	برع		فاعل	بَرَعَ					جمع		بَارِعٌ						Tn									
840	بُرََّاعٌ	براع	برع		فاعل	بَرَعَ					جمع		بَارِعٌ						Tn									
841	بُسََّاطٌ	بساط	بسط		فاعل	بَسَطَ					جمع		بَاسِطٌ						Tn									
842	بوَارقُ	بوارق	برق		فاعل	بَرَقَ					جمع		بَارِقٌ														Non	
931	مُتَبَرِّعٌ	متبرع	برع		فاعل	تَبَرَّعَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَبَرَّعَ). ""مُتَبَرِّعٌ بِمَالِهِ"" : يُعْط"
5165	مُتَبَرْعِمٌ	متبرعم	برعم	مُتَفَعْلِلٌ	فاعل	تَبَرْعَمَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
201	مُبْرِقٌ	مبرق	برق		فاعل	أَبْرَقَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"مُبْرِقٌ-مُبْرِقٌ [ب ر ق] (فا. من أَبْرَقَ). 1.""ضَوْءٌ مُبْرِقٌ"" : لاَمِعٌ. 2.""الجِهَازُ الْمُبْرِقُ"" : جِهَازٌ لاَسِلْكِيٌّ يَلْتَقِطُ الإِشَارَاتِ الْمُرْسَلَةَ وَيُحَوِّلُهَا إِلَى حُرُوفٍ مَطْبَعِيَّةٍ."
202	مُبْرِمٌ	مبرم	برق		فاعل	أبرم		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
831	بَارِقٌ	بارق	برق		فاعل	بَرَقَ		مذكر			مفرد	+ات;بوارقُ 		Ta	DnT	Pf			Tn									"(فا. من بَرَقَ). 1.""كَانَ يَحْمِلُ سَيْفاً بَارِقاً"" : لاَمِعاً. 2.""وَلاَحَ سَحَابٌ بَارِقٌ مِنْ بَعِيدٍ"" : يُرْسِلُ بَرْقاً لاَمِعاً. ""غَيْمَةٌ بارِقَةٌ"". 3.""مَا كُلُّ بَارِقَةٍ تَجُودُ بِمائِهَا"".(مثل) : مَا كُلُّ غ"
